eval/episode_length,eval/episode_length_std,eval/episode_reward,eval/episode_reward_std,loss,timestep
195.0,0.0,250.5,0.0,4.1352438843250265,100
195.0,0.0,257.5,0.0,0.1937076005339623,200
195.0,0.0,257.5,0.0,0.08596774693578478,300
195.0,0.0,257.5,0.0,0.04895742516964673,400
195.0,0.0,257.5,0.0,0.03431669449433685,500
195.0,0.0,257.5,0.0,0.02846300149336458,600
195.0,0.0,257.5,0.0,0.025428809914737928,700
195.0,0.0,257.5,0.0,0.023395958077162514,800
195.0,0.0,257.5,0.0,0.021854870878159995,900
195.0,0.0,257.5,0.0,0.02068753244355319,1000
195.0,0.0,257.5,0.0,0.01977708735503257,1100
195.0,0.0,257.5,0.0,0.0189731871895492,1200
195.0,0.0,257.5,0.0,0.01835942156612874,1300
195.0,0.0,257.5,0.0,0.017800673097372047,1400
195.0,0.0,257.5,0.0,0.01732302640564741,1500
195.0,0.0,257.5,0.0,0.016926016723737135,1600
195.0,0.0,257.5,0.0,0.016563426004722718,1700
195.0,0.0,257.5,0.0,0.016191191244870437,1800
195.0,0.0,257.5,0.0,0.015898163970559837,1900
195.0,0.0,257.5,0.0,0.01557061891071498,2000
195.0,0.0,257.5,0.0,0.015272678183391692,2100
195.0,0.0,257.5,0.0,0.015033887913450597,2200
195.0,0.0,257.5,0.0,0.014809502596035605,2300
195.0,0.0,257.5,0.0,0.014541264483705163,2400
195.0,0.0,257.5,0.0,0.014302154704928393,2500
195.0,0.0,257.5,0.0,0.014107896080240611,2600
195.0,0.0,257.5,0.0,0.013865946261212216,2700
195.0,0.0,257.5,0.0,0.01365293502807617,2800
195.0,0.0,257.5,0.0,0.013495250046253206,2900
195.0,0.0,257.5,0.0,0.013366562761366357,3000
195.0,0.0,257.5,0.0,0.013186479350551963,3100
195.0,0.0,257.5,0.0,0.012957103503867983,3200
195.0,0.0,257.5,0.0,0.012777360081672674,3300
195.0,0.0,257.5,0.0,0.012622285801917314,3400
195.0,0.0,257.5,0.0,0.012527648834511637,3500
195.0,0.0,258.0,0.0,0.012360403984785077,3600
195.0,0.0,258.0,0.0,0.01229609961621463,3700
195.0,0.0,257.5,0.0,0.012106731813400983,3800
195.0,0.0,257.5,0.0,0.011912074517458675,3900
195.0,0.0,257.5,0.0,0.01180938033387065,4000
195.0,0.0,257.5,0.0,0.0117451911047101,4100
195.0,0.0,257.5,0.0,0.01156253917142748,4200
195.0,0.0,257.5,0.0,0.01146269810386002,4300
195.0,0.0,257.5,0.0,0.011356070288456973,4400
195.0,0.0,258.0,0.0,0.011310140751302242,4500
195.0,0.0,258.0,0.0,0.011252247830852866,4600
195.0,0.0,258.0,0.0,0.011111005349084734,4700
195.0,0.0,258.0,0.0,0.011078560510650272,4800
195.0,0.0,258.0,0.0,0.011003934205509729,4900
195.0,0.0,258.0,0.0,0.010878704246133564,5000
195.0,0.0,258.0,0.0,0.010747335818596188,5100
195.0,0.0,257.5,0.0,0.010688338195905086,5200
195.0,0.0,258.0,0.0,0.010701063713058833,5300
195.0,0.0,258.0,0.0,0.010699716927483676,5400
195.0,0.0,258.0,0.0,0.010524725047871476,5500
195.0,0.0,258.0,0.0,0.010455159591510893,5600
195.0,0.0,258.0,0.0,0.010398329547606404,5700
195.0,0.0,258.0,0.0,0.010402231533080343,5800
195.0,0.0,258.0,0.0,0.010259960005059836,5900
195.0,0.0,258.0,0.0,0.01024419252295047,6000
195.0,0.0,258.0,0.0,0.010155145395547158,6100
195.0,0.0,258.0,0.0,0.010139595465734601,6200
195.0,0.0,258.0,0.0,0.010062885563820604,6300
195.0,0.0,258.0,0.0,0.010049175405874853,6400
195.0,0.0,258.0,0.0,0.010096033536829047,6500
195.0,0.0,258.0,0.0,0.009965390223078428,6600
195.0,0.0,258.0,0.0,0.009926720797084268,6700
195.0,0.0,258.0,0.0,0.009906100761145354,6800
195.0,0.0,258.0,0.0,0.009855995215475564,6900
195.0,0.0,258.0,0.0,0.009847655608318743,7000
195.0,0.0,258.0,0.0,0.00978879974223673,7100
195.0,0.0,258.0,0.0,0.009761576605960725,7200
