eval/episode_length,eval/episode_length_std,eval/episode_reward,eval/episode_reward_std,eval/pick_success,holdout_loss,loss,timestep
40.0,0.0,0.0,0.0,0.0,0.16299223465075602,0.3962084658586294,627
40.0,0.0,0.0,0.0,0.0,-0.42777816884656444,-0.8388745978379712,1254
40.0,0.0,0.0,0.0,0.0,0.0013250821393334259,-0.3943015124387802,1881
40.0,0.0,0.0,0.0,0.0,-0.22577099007757825,-0.6438759007271689,2508
40.0,0.0,0.0,0.0,0.0,-0.6288678658735508,-1.071580031115536,3135
40.0,0.0,0.0,0.0,0.0,-1.1105992476525672,-1.2263104611900957,3762
40.0,0.0,0.0,0.0,0.01,-1.1659448582209648,-1.3036824123115291,4389
40.0,0.0,0.0,0.0,0.02,-1.3100020992888965,-1.3945515322837085,5016
40.0,0.0,0.0,0.0,0.01,-1.3475968466991446,-1.419718145564862,5643
40.0,0.0,0.0,0.0,0.0,-1.3232319366418575,-1.4478385129551996,6270
40.0,0.0,0.0,0.0,0.03,-1.4074896764146831,-1.371047759511668,6897
40.0,0.0,0.0,0.0,0.03,-1.4569151120132617,-1.4904595104752079,7524
40.0,0.0,0.0,0.0,0.0,-1.3490377079927176,-1.0574682085377385,8151
40.0,0.0,0.0,0.0,0.01,-1.432378186088237,-1.4898703356457355,8778
40.0,0.0,0.02,0.13999999999999999,0.04,-1.512149380915094,-1.4086436169921974,9405
40.0,0.0,0.23,0.4208325082500163,0.22,-1.4125172713536764,-1.553992595642235,10032
40.0,0.0,0.22,0.41424630354415964,0.23,-1.5474227161118468,-1.5564181721134565,10659
40.0,0.0,0.14,0.34698703145794946,0.13,-1.5606166928578786,-1.5752123434832133,11286
40.0,0.0,0.07,0.25514701644346144,0.06,-1.576194263721385,-1.5342097608906455,11913
40.0,0.0,0.06,0.23748684174075832,0.05,-1.5739882918255947,-1.5378363565274864,12540
40.0,0.0,0.25,0.4330127018922193,0.24,-1.5838625528025287,-1.6041811932424086,13167
40.0,0.0,0.11,0.31288975694324034,0.11,-1.5867397007569546,-1.6048402482536936,13794
40.0,0.0,0.32,0.46647615158762396,0.35,-1.5922077304818765,-1.610671012264907,14421
40.0,0.0,0.37,0.4828043081829324,0.38,-1.616397589967962,-1.6229553070797287,15048
40.0,0.0,0.22,0.41424630354415964,0.26,-1.6209490196556566,-1.5922870180409423,15675
40.0,0.0,0.33,0.47021271782034985,0.37,-1.6262959112581108,-1.6375856893077767,16302
40.0,0.0,0.39,0.487749935930288,0.4,-1.637985428554589,-1.653821075797839,16929
40.0,0.0,0.34,0.4737087712930805,0.36,-1.6360474330576598,-1.6526809353737322,17556
40.0,0.0,0.31,0.462493243193887,0.35,-1.6420755042223638,-1.6524506944000334,18183
40.0,0.0,0.47,0.49909918853871116,0.48,-1.6462418445559774,-1.6654650709431638,18810
40.0,0.0,0.48,0.4995998398718718,0.51,-1.6439588001470247,-1.6305022004303662,19437
40.0,0.0,0.36,0.48000000000000004,0.37,-1.6503258281917652,-1.6664960073058002,20064
40.0,0.0,0.43,0.4950757517794625,0.44,-1.653656786328489,-1.6661641552190107,20691
40.0,0.0,0.3,0.45825756949558394,0.33,-1.656892850258325,-1.6548916678519763,21318
40.0,0.0,0.15,0.3570714214271425,0.16,-1.6578945343574272,-1.6539329161309897,21945
40.0,0.0,0.3,0.45825756949558394,0.3,-1.6547631975946635,-1.641664203564832,22572
40.0,0.0,0.42,0.49355850717012273,0.43,-1.6607729635740587,-1.665177647475224,23199
40.0,0.0,0.42,0.49355850717012273,0.44,-1.6614085544239388,-1.6584791256363984,23826
40.0,0.0,0.12,0.3249615361854384,0.15,-1.6609078575359395,-1.6191164604417831,24453
40.0,0.0,0.47,0.49909918853871116,0.5,-1.66154867420166,-1.6611585419648767,25080
40.0,0.0,0.31,0.462493243193887,0.33,-1.6657217033742142,-1.6428510588445477,25707
40.0,0.0,0.28,0.4489988864128729,0.3,-1.6662484158359248,-1.6732107059211483,26334
40.0,0.0,0.3,0.45825756949558394,0.31,-1.6702631411560047,-1.6772101274721187,26961
40.0,0.0,0.37,0.4828043081829324,0.43,-1.6681947928676586,-1.665792261718944,27588
40.0,0.0,0.3,0.45825756949558394,0.33,-1.671496241476739,-1.6685746771514798,28215
40.0,0.0,0.44,0.4963869458396343,0.44,-1.6733390602388654,-1.6646230068935721,28842
40.0,0.0,0.51,0.4998999899979995,0.52,-1.6719153069993533,-1.6764865361960828,29469
40.0,0.0,0.27,0.4439594576084623,0.27,-1.6750779667159188,-1.6768229068464542,30096
40.0,0.0,0.22,0.41424630354415964,0.25,-1.673459317695583,-1.656213787710591,30723
40.0,0.0,0.4,0.4898979485566356,0.43,-1.6756733737683935,-1.6821551679805595,31350
40.0,0.0,0.27,0.4439594576084623,0.34,-1.6780394420289164,-1.6505903582664052,31977
40.0,0.0,0.52,0.49959983987187184,0.52,-1.6768952174620195,-1.6802386159350144,32604
40.0,0.0,0.33,0.47021271782034985,0.37,-1.6763119083462343,-1.6809009480628228,33231
40.0,0.0,0.39,0.487749935930288,0.4,-1.6789568065646376,-1.6531548067262964,33858
40.0,0.0,0.4,0.48989794855663565,0.4,-1.680378349203814,-1.6429617541610824,34485
40.0,0.0,0.41,0.49183330509431744,0.42,-1.6822521005901254,-1.654706125046797,35112
40.0,0.0,0.45,0.49749371855331004,0.48,-1.6833036253897198,-1.6830548192285424,35739
40.0,0.0,0.42,0.49355850717012273,0.44,-1.68215536919127,-1.6726958964281018,36366
40.0,0.0,0.45,0.4974937185533101,0.44,-1.6835337481810502,-1.6659149083362248,36993
40.0,0.0,0.37,0.4828043081829324,0.4,-1.6842074787787833,-1.6834544664735254,37620
40.0,0.0,0.45,0.49749371855331004,0.45,-1.6858952707080739,-1.6808999526272907,38247
40.0,0.0,0.5,0.5,0.5,-1.6867585054805196,-1.6856590129767255,38874
40.0,0.0,0.27,0.4439594576084623,0.27,-1.6870979757019962,-1.6888404887193322,39501
40.0,0.0,0.37,0.4828043081829324,0.38,-1.6885862409403085,-1.6879409225123696,40128
40.0,0.0,0.34,0.4737087712930805,0.36,-1.6878323032144926,-1.689790333152577,40755
40.0,0.0,0.32,0.46647615158762396,0.34,-1.6879229897327184,-1.6904530844111356,41382
40.0,0.0,0.38,0.4853864439804639,0.39,-1.6885890540513881,-1.6895193377877504,42009
40.0,0.0,0.4,0.4898979485566356,0.41,-1.6906697634114376,-1.6764168564681035,42636
40.0,0.0,0.43,0.4950757517794625,0.44,-1.6916217347651574,-1.6889738292451117,43263
40.0,0.0,0.39,0.4877499359302879,0.39,-1.6909192876572445,-1.6919532740951346,43890
40.0,0.0,0.25,0.4330127018922193,0.25,-1.6937451647799544,-1.6763950388902304,44517
40.0,0.0,0.43,0.4950757517794625,0.43,-1.6928386560847684,-1.6857737090177605,45144
40.0,0.0,0.37,0.4828043081829324,0.38,-1.6943450679429204,-1.6891268271549496,45771
40.0,0.0,0.31,0.46249324319388707,0.32,-1.692252384608632,-1.6860655363957586,46398
40.0,0.0,0.48,0.4995998398718718,0.49,-1.6951091093690018,-1.690321273864455,47025
40.0,0.0,0.34,0.4737087712930805,0.36,-1.6933728851960244,-1.6922586245141966,47652
40.0,0.0,0.42,0.49355850717012273,0.42,-1.696321572793541,-1.6677853810559413,48279
40.0,0.0,0.46,0.49839743177508444,0.47,-1.6971318938515403,-1.6801973452233943,48906
40.0,0.0,0.36,0.48,0.36,-1.6967733961543399,-1.694048466196486,49533
40.0,0.0,0.3,0.45825756949558394,0.31,-1.6986589298674175,-1.6903463738739115,50160
40.0,0.0,0.36,0.48,0.38,-1.6996288624676799,-1.6863144423551621,50787
40.0,0.0,0.38,0.48538644398046393,0.4,-1.6985256071105914,-1.6933673513922716,51414
40.0,0.0,0.46,0.49839743177508444,0.48,-1.7012333999220097,-1.6918230185842826,52041
40.0,0.0,0.39,0.4877499359302879,0.4,-1.7001141921945366,-1.6933742655310662,52668
40.0,0.0,0.41,0.49183330509431744,0.42,-1.7012643333066955,-1.674428122058796,53295
40.0,0.0,0.46,0.49839743177508444,0.46,-1.7017241931227798,-1.6933165522897315,53922
40.0,0.0,0.46,0.49839743177508444,0.46,-1.701708333153854,-1.6931406039341241,54549
40.0,0.0,0.39,0.4877499359302879,0.4,-1.703217414197359,-1.690230840330671,55176
40.0,0.0,0.48,0.4995998398718718,0.49,-1.7038172477740399,-1.6890478642882816,55803
40.0,0.0,0.35,0.4769696007084728,0.36,-1.7036246352218574,-1.6820215457563943,56430
40.0,0.0,0.35,0.47696960070847283,0.38,-1.704244052394153,-1.6813032308201878,57057
40.0,0.0,0.47,0.49909918853871116,0.48,-1.705908115590777,-1.6905607190101761,57684
40.0,0.0,0.38,0.48538644398046393,0.39,-1.705092878432936,-1.6934940746635392,58311
40.0,0.0,0.32,0.46647615158762396,0.35,-1.7067041537788306,-1.678921135367861,58938
40.0,0.0,0.36,0.48,0.38,-1.7064031940518014,-1.6897918388342397,59565
40.0,0.0,0.36,0.48000000000000004,0.36,-1.706536430681343,-1.6868802096433693,60192
40.0,0.0,0.41,0.4918333050943175,0.43,-1.7086790558634002,-1.6988415763636304,60819
40.0,0.0,0.4,0.4898979485566356,0.41,-1.7091303495318904,-1.6936181206612075,61446
40.0,0.0,0.44,0.4963869458396343,0.46,-1.7094646568693825,-1.6911368909155482,62073
40.0,0.0,0.32,0.46647615158762396,0.32,-1.709071851993483,-1.6931702559161335,62700
40.0,0.0,0.26,0.4386342439892262,0.28,-1.7090655749684502,-1.6956971450975755,63327
40.0,0.0,0.32,0.46647615158762396,0.32,-1.7101675521053596,-1.685839561140462,63954
40.0,0.0,0.37,0.48280430818293246,0.37,-1.7113310414257996,-1.6954160009979449,64581
40.0,0.0,0.4,0.48989794855663565,0.4,-1.712492896038951,-1.6968450432370408,65208
40.0,0.0,0.33,0.47021271782034985,0.34,-1.7124403080111297,-1.69163734518039,65835
40.0,0.0,0.38,0.48538644398046393,0.42,-1.7119878192077223,-1.685796159847527,66462
40.0,0.0,0.41,0.4918333050943175,0.42,-1.7136552613317677,-1.6889952223771703,67089
40.0,0.0,0.33,0.47021271782034985,0.35,-1.7133451806681386,-1.6894790852905097,67716
40.0,0.0,0.38,0.48538644398046393,0.38,-1.71401352004001,-1.6914816570889426,68343
40.0,0.0,0.3,0.45825756949558394,0.35,-1.715063222667626,-1.6946405263463407,68970
40.0,0.0,0.31,0.462493243193887,0.33,-1.7154758275030548,-1.689371145075293,69597
40.0,0.0,0.34,0.4737087712930805,0.36,-1.7155673285230306,-1.6904884516053895,70224
40.0,0.0,0.43,0.4950757517794625,0.44,-1.7158821458071225,-1.6940869609261755,70851
40.0,0.0,0.42,0.49355850717012273,0.45,-1.7161019907423556,-1.6888348843641348,71478
40.0,0.0,0.34,0.4737087712930805,0.34,-1.7170747550860916,-1.697311551707565,72105
40.0,0.0,0.29,0.4537620521815371,0.32,-1.7182446280925094,-1.6886009608104728,72732
40.0,0.0,0.34,0.4737087712930805,0.35,-1.718020545618767,-1.686083102302186,73359
40.0,0.0,0.4,0.4898979485566356,0.4,-1.7186032699055656,-1.681577303227345,73986
40.0,0.0,0.34,0.4737087712930805,0.37,-1.7194036654117948,-1.6944841776683828,74613
40.0,0.0,0.42,0.49355850717012273,0.45,-1.7197655922298032,-1.6850582778833458,75240
40.0,0.0,0.41,0.4918333050943174,0.41,-1.7194153281490219,-1.687716497737133,75867
40.0,0.0,0.38,0.48538644398046393,0.38,-1.721266281281553,-1.688945305195584,76494
40.0,0.0,0.35,0.4769696007084728,0.35,-1.7208167985675822,-1.689127481667099,77121
40.0,0.0,0.39,0.4877499359302879,0.4,-1.7210637473603752,-1.6856805237994843,77748
40.0,0.0,0.45,0.49749371855331004,0.47,-1.7214860098593927,-1.687485658818749,78375
40.0,0.0,0.37,0.4828043081829324,0.38,-1.7219833871394272,-1.6831943502851345,79002
40.0,0.0,0.36,0.48,0.37,-1.7230698016651889,-1.6812358441626196,79629
40.0,0.0,0.39,0.4877499359302879,0.41,-1.7229524348911494,-1.6828609667006549,80256
40.0,0.0,0.3,0.45825756949558394,0.32,-1.7234167510812943,-1.6840747716320545,80883
