time/training,evaluation/target_0_return_mean,evaluation/target_0_return_std,evaluation/target_0_length_mean,evaluation/target_0_length_std,time/total,time/evaluation,training/train_loss_mean,training/train_loss_std
7.7367095947265625,52.72431276160381,3.620070383944882,194.7,8.944830909525345,8.803293466567993,1.0583646297454834,0.3437387662082911,0.039783245312606706
6.851410150527954,55.10981597796042,4.862650860901142,194.1,10.97679370308106,16.71084952354431,1.052480936050415,0.20403543431311846,0.04941509859525095
6.819714784622192,51.377709178902634,6.1376653536901955,196.7,6.694027188471825,24.596014499664307,1.0613429546356201,0.10706198819726706,0.02968979066265052
6.721590757369995,44.745855261649496,8.912137035622628,169.3,19.879889335708086,32.23021578788757,0.9066565036773682,0.07959721231274307,0.02359412238766068
6.716323137283325,48.507659464399225,4.58950652765168,176.9,17.014405661086137,39.89669394493103,0.9493165016174316,0.06616456157527864,0.02140836044256795
6.799004316329956,44.422681475923774,3.676988915119617,157.5,15.305227865013967,47.54130434989929,0.8448255062103271,0.057951097359880806,0.02047942086949946
6.7498252391815186,47.55285566438018,6.091346436359359,172.1,22.07464609002826,55.227845191955566,0.9351208209991455,0.05273327316902578,0.019348494232365444
7.012638092041016,47.22733856634413,5.98186625796301,160.7,18.815153467351788,63.270599365234375,1.0290658473968506,0.046946629925630985,0.01820709183995895
7.121946096420288,45.77735710164449,11.746679995104488,165.6,32.702293497551516,71.45287370681763,1.0594336986541748,0.04445350825134665,0.01687366734664468
7.121580600738525,48.91145219735487,13.463415773926384,147.3,35.13986340326325,79.51935601234436,0.9440584182739258,0.041690509592182935,0.0170469728920607
7.123293161392212,45.17965695876087,11.393317820375303,150.8,34.443577050010354,87.61134672164917,0.9679067134857178,0.03885511533077806,0.016318912201784205
7.123628377914429,43.935928751564916,10.068709836027464,157.6,31.705520024121984,95.75904417037964,1.0219810009002686,0.03705124661652371,0.015229369951497481
7.1782684326171875,45.079963974494866,18.466661688949408,159.1,48.19844395828562,103.95869874954224,1.0203955173492432,0.034729055275209246,0.0158206322841482
7.098503112792969,42.502004091091386,20.520382853349428,155.7,49.84184988541256,112.05559134483337,0.9958705902099609,0.03431321693537757,0.01615417048016621
