holdout_loss,loss,timestep,eval/episode_length,eval/episode_length_std,eval/episode_reward,eval/episode_reward_std,eval/pick_success
1.079006755074787,1.0777046611142704,860,,,,,
0.3842537041320357,0.7551977680519567,1720,,,,,
0.11769473868054009,0.17825074408983052,2580,,,,,
0.07964139258445695,0.09618774455387247,3440,,,,,
0.062044110218452846,0.06944829462919123,4300,,,,,
0.05500899652062459,0.05834949903276767,5160,,,,,
0.052935905165450554,0.053522207306394766,6020,,,,,
0.04957942542468389,0.05061564141407957,6880,,,,,
0.04788464169169578,0.04846174454013271,7740,,,,,
0.045203193337764805,0.04652769805560276,8600,,,,,
0.0443902329650036,0.045264304396804685,9460,,,,,
0.04346904139532596,0.04397204462655407,10320,,,,,
0.04319185229927993,0.04312263882047553,11180,,,,,
0.040925145114577094,0.04166446507063724,12040,,,,,
0.04099083699632522,0.041794317605536986,12900,,,,,
0.04021712468807087,0.04115084277379306,13760,,,,,
0.040790758862398406,0.040827857906561904,14620,,,,,
0.03993992904244465,0.04020514902983644,15480,,,,,
0.03840066986375076,0.039753141178381315,16340,,,,,
0.03808724950392582,0.03927151111149528,17200,,,,,
0.0402765412143496,0.038841528841835844,18060,,,,,
0.03828478045761589,0.03839901188648374,18920,,,,,
0.03748603383469025,0.03829558516181149,19780,,,,,
0.03781515341685264,0.03813955074955908,20640,,,,,
0.037204569907382426,0.03850670244198204,21500,,,,,
0.03719073197003022,0.03746389144771667,22360,,,,,
0.03790973250775835,0.037401256853238106,23220,,,,,
0.03689119622631127,0.03724032564651821,24080,,,,,
0.03666831975759461,0.037372268521941705,24940,,,,,
0.036897845185080214,0.037265387588981985,25800,,,,,
0.03656297976714231,0.03675322120706014,26660,,,,,
0.03631025739014148,0.036908960933688714,27520,,,,,
0.03669492715839725,0.03673669369024929,28380,,,,,
0.03598348680277202,0.03624813299366206,29240,,,,,
0.036858460393755954,0.0362706086771606,30100,,,,,
0.03547876361151075,0.03625770647858468,30960,,,,,
0.03555097828597524,0.036011126903860324,31820,,,,,
0.03586614773890306,0.03570219166143694,32680,,,,,
0.03487598079061789,0.03591225986953729,33540,,,,,
0.03539890123661174,0.035999045371576145,34400,,,,,
0.036530832799021556,0.03545927066615855,35260,,,,,
0.035765714510235705,0.03577359131385777,36120,,,,,
0.03659323753659116,0.035585843559441166,36980,,,,,
0.036592528249981764,0.03516316514159011,37840,,,,,
0.03472962974635664,0.035281134572226654,38700,,,,,
0.03385636958965037,0.035004082744464704,39560,,,,,
0.03856539235038811,0.0350157745204173,40420,,,,,
0.03492414558003116,0.03507264277486262,41280,,,,,
0.034493807989150936,0.03453346661097092,42140,,,,,
0.034541158066239454,0.0349324972347119,43000,,,,,
0.03593002722360368,0.03454041739622521,43860,,,,,
0.03358094391607957,0.03467370772864236,44720,,,,,
0.03451413734014646,0.034371431124245004,45580,,,,,
0.03393657347837157,0.034477840732176655,46440,,,,,
0.03489714490986149,0.03433711570146133,47300,,,,,
0.034683359925483576,0.03414001151442868,48160,,,,,
0.0323745555309363,0.03419925114139929,49020,,,,,
0.03300363132080369,0.03393525200094597,49880,,,,,
0.0337045991316784,0.034054852565100685,50740,,,,,
0.033533307052282385,0.03378620789667888,51600,,,,,
0.03436488048281783,0.033529866603744574,52460,,,,,
0.036733810031829905,0.033330010666057064,53320,,,,,
0.03555742004063236,0.03309317679296056,54180,,,,,
0.03315932366910369,0.033045202025840374,55040,,,,,
0.03359546981058838,0.03329295330399348,55900,,,,,
0.033294026137784524,0.03285226492471126,56760,,,,,
0.034347852163536564,0.03306372367105513,57620,,,,,
0.032104834151822456,0.033358736048171064,58480,,,,,
0.032452707858972744,0.03299390138884959,59340,,,,,
0.03278856751357399,0.032781750189010445,60200,,,,,
0.03380676427379599,0.0328695448137126,61060,,,,,
0.03193589028750739,0.03242161619411987,61920,,,,,
0.032784354773371716,0.03258826041290931,62780,,,,,
0.03242465235119643,0.032426826816138794,63640,,,,,
0.030831462785948154,0.03265485143895416,64500,,,,,
0.03254398376962476,0.03229292347637372,65360,,,,,
0.032296753267562706,0.032181706788494795,66220,,,,,
0.03148033357290336,0.03229530622186357,67080,,,,,
0.031179625029827268,0.03248888102771584,67940,,,,,
0.03165334851242775,0.032189228277393546,68800,,,,,
0.03156128706800381,0.03198065244657693,69660,,,,,
0.032708959402733086,0.03213670454529492,70520,,,,,
0.031844479408721586,0.031974983211000396,71380,,,,,
0.032085065508997736,0.03208650691044883,72240,,,,,
0.03459760976392164,0.031616476960047005,73100,,,,,
0.03237729090764074,0.03187154011021168,73960,,,,,
0.033274259418249144,0.031656344369227006,74820,,,,,
0.03270106116353081,0.031614860779670746,75680,,,,,
0.03256418437285482,0.031600920290707844,76540,,,,,
0.031576221947406634,0.031472117271880706,77400,,,,,
0.03143367946667723,0.031572935112946926,78260,,,,,
0.030668358279522082,0.031046498835433388,79120,,,,,
0.03193026040355827,0.03138570837286666,79980,,,,,
0.03206268592282782,0.031190860342927465,80840,,,,,
