time/training,evaluation/target_0_return_mean,evaluation/target_0_return_std,evaluation/target_0_length_mean,evaluation/target_0_length_std,time/total,time/evaluation,training/train_loss_mean,training/train_loss_std
17.905616760253906,0.0,0.0,40.0,0.0,20.819527864456177,2.9108831882476807,0.08922358907572925,0.10821894614474098
18.012452840805054,0.0,0.0,40.0,0.0,41.30960464477539,2.4742653369903564,0.027637956708669663,0.0016958407312814485
13.51572871208191,0.0,0.0,40.0,0.0,57.31409549713135,2.4830563068389893,0.02680742412991822,0.0016469611047400421
12.985473871231079,0.0,0.0,40.0,0.0,72.85348057746887,2.5528488159179688,0.026327668810263275,0.00173052207337733
13.90764856338501,0.0,0.0,40.0,0.0,89.38838744163513,2.6251466274261475,0.02598445776849985,0.0017555736328815695
28.457359790802002,0.0,0.0,40.0,0.0,120.79839634895325,2.951558828353882,0.025950971111655237,0.0016988442761389614
26.517401218414307,0.0,0.0,40.0,0.0,152.6377580165863,5.319883584976196,0.02555005872808397,0.0016286644778191652
35.53106427192688,0.0,0.0,40.0,0.0,195.41772484779358,7.23036789894104,0.025464818278327583,0.001629980010495148
24.795928716659546,0.0,0.0,40.0,0.0,226.82565426826477,6.5985190868377686,0.025329011250287293,0.0016192411401748446
30.384342670440674,0.0,0.0,40.0,0.0,263.8827781677246,6.651136636734009,0.025416016804054378,0.0016232376370193815
33.408087491989136,0.0,0.0,40.0,0.0,306.14491510391235,8.807698488235474,0.025331755055114626,0.0015872449385973624
27.110836505889893,0.0,0.0,40.0,0.0,337.0289285182953,3.6950042247772217,0.02521594302356243,0.0016161545785333441
24.21232581138611,0.0,0.0,40.0,0.0,366.33094334602356,5.080583333969116,0.02534773333184421,0.0016580509803024157
23.731186628341675,0.0,0.0,40.0,0.0,395.07371068000793,4.988193511962891,0.02531756381690502,0.0016013755425789535
22.61047339439392,0.0,0.0,40.0,0.0,422.72070717811584,5.035415410995483,0.02535710905864835,0.001651777968085419
21.6059410572052,0.0,0.0,40.0,0.0,449.28277683258057,4.955089092254639,0.02527712060138583,0.001633451477294715
16.41274333000183,0.0,0.0,40.0,0.0,469.0618441104889,3.365351676940918,0.025301239633932708,0.0015745928925731665
28.80389428138733,0.0,0.0,40.0,0.0,501.9951000213623,4.12829852104187,0.02516685144789517,0.0016919430275301405
26.605268716812134,0.0,0.0,40.0,0.0,532.3444919586182,3.7421860694885254,0.02534070467017591,0.0016535619668012628
17.409719467163086,0.0,0.0,40.0,0.0,552.4552540779114,2.687943696975708,0.025314898546785116,0.001645566606515315
24.94857621192932,0.0,0.0,40.0,0.0,582.8309562206268,5.425225019454956,0.025309552401304246,0.0017116220301473678
