alpha,loss/actor,loss/alpha,loss/critic1,loss/critic2,rollout_info/num_transitions,rollout_info/reward_mean,timestep,eval/episode_length,eval/episode_length_std,eval/episode_reward,eval/episode_reward_std
0.9515766182541852,-2.629849450483926,-0.670832533661043,5.695138397216794,5.7009883766174205,250000.0,0.07679538290180167,1000,,,,
0.8610962451100357,1.7590215531708684,-2.0085727664232293,6.151898930549617,6.16027806329726,250000.0,0.07904143431682134,2000,,,,
0.7793835860490788,4.6155097894668655,-3.31941462492943,7.067890044212346,7.075930136203759,250000.0,0.07604275709086057,3000,,,,
0.7058246880173675,5.108259191989904,-4.563508641958232,8.251366042613986,8.269832231998446,250000.0,0.07052891371309801,4000,,,,
0.6396120140552503,3.544745168685906,-5.74532433843613,8.894444319725016,8.925050163269066,250000.0,0.06298970769482866,5000,,,,
0.5795636431574812,1.910758273601536,-6.943029340267178,8.454565701007855,8.489056853294377,250000.0,0.06525180276904331,6000,,,,
0.5249124186635009,1.7796024638414398,-8.14426510000229,7.712710283756254,7.742203944683073,250000.0,0.06615596889616317,7000,,,,
0.4754538672864439,2.7398948539495436,-9.263742207527176,7.225974543094636,7.249287641048428,250000.0,0.0676789679630367,8000,,,,
0.4308858431875705,4.260105885267266,-10.259547071456895,6.926436776161197,6.950350661277772,250000.0,0.07213099490017288,9000,,,,
0.39078991898894366,5.908387421131122,-11.086889393806453,6.665105628967279,6.690752400875095,250000.0,0.07232726121544072,10000,,,,
0.35461153066158313,7.580426222801208,-11.856670889854417,6.483649438381189,6.510992193698882,250000.0,0.0795852437981161,11000,,,,
0.32198301392793627,8.965753776073464,-12.395459451675414,6.310061724662787,6.330892121314999,250000.0,0.09500685883599684,12000,,,,
0.2926498695015915,9.853718000411977,-12.732748993873603,6.328457623004921,6.350561043262501,250000.0,0.10051120337986146,13000,,,,
0.26638559213280694,9.761151886939984,-12.677320669174199,6.498204680919652,6.520979679107658,250000.0,0.1188523066349543,14000,,,,
0.24285802169144136,8.61628342676164,-12.44994998931885,6.777757161140428,6.806227136135099,250000.0,0.13918490890193316,15000,,,,
0.22168144011497481,6.617836869239812,-12.001426910400403,7.256059153079984,7.295544236659984,250000.0,0.13999233109110032,16000,,,,
0.20270039004087456,3.8494260784983636,-11.280979641914389,7.838024056911469,7.864325082778922,250000.0,0.14026234166614662,17000,,,,
0.18566117946803562,0.0835065450295805,-10.44623864030839,8.726316644191721,8.73209510040285,250000.0,0.14840043579854506,18000,,,,
0.17018137708306316,-4.6852409695982935,-9.70803417301182,10.02294935846331,10.007248253822306,250000.0,0.15773072119017725,19000,,,,
0.15607637616991993,-10.187263708591441,-8.90176152753828,11.706743363857276,11.671396471023542,250000.0,0.16181953832230125,20000,,,,
0.14351589161157619,-16.522816184997563,-7.754677458286276,13.879435151577018,13.855536126136764,250000.0,0.17175412300439266,21000,,,,
0.13232164628803722,-23.430931116104098,-6.716632283687596,16.63072275543212,16.59381300640108,250000.0,0.17549076430697638,22000,,,,
0.12202909455448385,-30.832024349212666,-5.963631653189657,19.627100257873554,19.617449140548768,250000.0,0.16194445374896743,23000,,,,
0.1131456745117904,-38.68047039413449,-4.603810522124176,22.984542545318632,22.942154047966007,250000.0,0.16395511328191414,24000,,,,
0.10564372250437731,-47.270036006927505,-3.349089980974789,27.356848240852376,27.35596563720702,250000.0,0.17732264137467527,25000,,,,
0.09942688457667846,-56.411960250854385,-2.1911298751011548,32.46662982559199,32.360589957237224,250000.0,0.1719616321134049,26000,,,,
0.09567922781407824,-66.2569879341127,-0.858734099119901,38.32636001586922,38.306038095474236,250000.0,0.1774561754273086,27000,,,,
0.09496892032772303,-76.61651938629149,0.4403954363763343,45.031756618499685,44.99197240829464,250000.0,0.1648573945289989,28000,,,,
0.09930789959430691,-88.01052526855463,1.4397388484030962,54.64835442543022,54.6617477016449,250000.0,0.16452359181700107,29000,,,,
0.10939151713997122,-99.81294863128649,2.807975364893671,66.09521577072155,66.14370285415643,250000.0,0.16525883496919064,30000,,,,
0.12180079823732373,-112.60997504425052,2.8458112253025196,77.13552212142926,77.05326277542113,250000.0,0.1564521368601284,31000,,,,
0.13422352272272112,-124.4887069549559,3.1129395579323145,89.21047237396239,89.18653910446149,250000.0,0.14889756387092226,32000,,,,
0.14926997277140647,-135.62245475769052,3.4326454866826523,102.84922651672358,102.673303905487,250000.0,0.15165731011576145,33000,,,,
0.16603477719426152,-143.6417894134525,3.5810700890421905,115.98709284210211,115.81435632324225,250000.0,0.15101497173630332,34000,,,,
0.18420784617960417,-149.0340688629149,3.8090371518731105,123.65616993331912,123.5633531265259,250000.0,0.15059474163560918,35000,,,,
0.20502246588468567,-152.01552214050275,3.878024019122128,134.08470625305176,134.15298664855993,250000.0,0.14516440724566276,36000,,,,
0.2255732295066117,-151.6321562194826,3.159677535414701,136.6646256599425,136.66049966812142,250000.0,0.1503760598458997,37000,,,,
0.24610785131156485,-149.1468318634035,2.554624814644454,147.30491858673048,147.26974780273468,250000.0,0.14463277918752684,38000,,,,
0.27003397175669624,-144.77851385498067,2.4895976531505566,152.97373084259044,152.77381359100315,250000.0,0.14539196948132632,39000,,,,
0.2944878208935258,-138.95049635314993,1.8788982200995055,163.83493618011508,163.92905615997293,250000.0,0.1488412727004248,40000,,,,
0.3178696549236772,-132.22432515716505,1.3251627464443436,168.4845022735595,168.3567506408692,250000.0,0.14696190555351898,41000,,,,
0.3430057963430886,-123.94768566894535,1.2237588870972425,180.17591518020643,180.3009134063717,250000.0,0.1393976082138929,42000,,,,
0.3714263752102848,-116.13883165740985,0.8678428245261308,183.4006908035279,183.41959490203874,250000.0,0.1526904063932096,43000,,,,
0.39490085718035706,-108.89255332183825,0.407188148239628,185.84457829284673,185.74165755462656,250000.0,0.15272298454194966,44000,,,,
0.405744150042534,-102.64390391540532,0.07165556792914869,188.7572506866455,188.79050759887673,250000.0,0.16079387947694987,45000,,,,
0.4087492825686933,-98.07372578430173,0.0471419428233057,180.53569813537587,180.4871064453127,250000.0,0.15703428944130787,46000,,,,
0.4105144321918483,-95.4114956207276,-0.011886607287451645,167.91653099822983,167.93945264053374,250000.0,0.15674869227746474,47000,,,,
0.40752159124612874,-94.55150087738063,-0.022914896197617038,163.05988359069818,162.79583079910316,250000.0,0.15241391104228438,48000,,,,
0.40606753960251835,-95.30365139007579,-0.051851966038346305,157.79765820312517,157.91308128356934,250000.0,0.15022456208666837,49000,,,,
0.39708279970288396,-98.54000154113778,-0.07540663091838365,151.841320186615,151.956570514679,250000.0,0.1500920134446646,50000,,,,
0.3946537218093874,-102.25038005065909,-0.014591087814420466,148.34344135284414,148.33029734039286,250000.0,0.14611604180655927,51000,,,,
0.38658168184757224,-107.55313540649391,-0.062313011854887024,146.7710419006351,146.64883691024738,250000.0,0.1486978756272945,52000,,,,
0.38534537312388384,-114.92615472412118,0.0072648125886917,150.94438079833995,150.7971933670045,250000.0,0.1477334018551388,53000,,,,
0.3849604185819634,-124.23930048370364,0.02257965786196291,155.89555854034424,155.89643931198086,250000.0,0.14356625782161522,54000,,,,
0.3921306860744953,-133.8766282653813,0.06484879717789585,151.93144194030774,151.99791635131822,250000.0,0.14392104467913125,55000,,,,
0.3964999324977396,-144.20661988830568,0.06400500225648294,156.47559964752216,156.39488508605942,250000.0,0.14096532951122195,56000,,,,
0.4048179520368571,-155.23757484436044,0.04602771884016687,158.2318306427003,158.2022639694217,250000.0,0.14452379244874944,57000,,,,
0.4144797559976579,-167.8914899597166,0.13339838610030708,164.93033058166515,164.74808709716814,250000.0,0.14933774047673498,58000,,,,
0.4342764249145983,-181.14513969421384,0.13594171944260586,175.7067723159791,175.76675113678,250000.0,0.13813334354555384,59000,,,,
0.449916740089655,-194.5900269470216,0.10483331540785731,190.68667244720478,190.95414748382535,250000.0,0.13151572160438546,60000,,,,
0.46401356232166285,-206.33855662536598,0.056071214083582094,200.30116027831986,200.54615918731707,250000.0,0.13124840125042164,61000,,,,
