epoch,eval/episode_reward,loss,timestep
0,321.5,24.870229721069336,0
1,321.0,9.323148727416992,1
2,321.0,12.182394981384277,2
3,321.0,2.368863105773926,3
4,321.0,1.8324706554412842,4
5,321.0,36.97703170776367,5
6,321.0,2.7577385902404785,6
7,321.0,4.001317024230957,7
8,321.0,21.939821243286133,8
9,321.0,2.0408825874328613,9
10,321.0,20.95988655090332,10
11,321.0,5.45618200302124,11
12,321.0,1.887626051902771,12
13,321.0,0.6607712507247925,13
14,321.0,1.402655005455017,14
15,321.0,3.5876734256744385,15
16,321.0,1.9006775617599487,16
17,321.0,1.0275156497955322,17
18,321.0,22.088985443115234,18
19,321.0,66.88404846191406,19
20,321.0,16.539356231689453,20
21,255.5,29.232959747314453,21
22,244.0,23.845922470092773,22
23,243.5,43.917930603027344,23
24,243.5,32.38687515258789,24
25,243.5,13.539263725280762,25
26,243.5,14.064933776855469,26
27,244.0,24.549766540527344,27
28,254.0,4.439388275146484,28
29,321.0,23.382999420166016,29
30,321.0,7.552079200744629,30
31,321.0,9.603487014770508,31
32,321.0,10.299171447753906,32
33,321.0,8.452661514282227,33
34,321.0,4.688465118408203,34
35,321.0,60.190391540527344,35
36,321.0,20.457380294799805,36
37,321.0,2.8486194610595703,37
38,321.0,3.5522027015686035,38
39,321.0,3.595703125,39
40,321.0,53.04615020751953,40
41,321.0,29.223827362060547,41
42,321.0,25.322372436523438,42
43,321.0,20.309913635253906,43
44,321.0,12.09501838684082,44
45,321.0,6.027195453643799,45
46,321.0,25.194210052490234,46
47,321.0,3.5657176971435547,47
48,321.0,8.72566032409668,48
49,321.0,13.520708084106445,49
50,321.0,11.854764938354492,50
51,321.0,48.41266632080078,51
52,321.0,24.269088745117188,52
53,321.0,3.0950489044189453,53
54,321.0,9.887688636779785,54
55,321.0,19.412158966064453,55
56,321.0,56.788814544677734,56
57,321.0,14.573036193847656,57
58,321.0,5.685755252838135,58
59,321.0,82.40203857421875,59
60,321.0,58.0327033996582,60
61,321.0,52.65642166137695,61
62,321.0,48.03025817871094,62
63,321.0,81.2667236328125,63
64,247.5,26.91987419128418,64
65,245.5,23.482267379760742,65
66,244.0,12.287242889404297,66
67,244.5,48.98530578613281,67
68,244.0,12.353504180908203,68
69,245.5,15.19631576538086,69
70,245.5,53.850547790527344,70
71,254.0,59.1890869140625,71
72,321.0,30.019481658935547,72
73,321.0,57.0387077331543,73
74,321.0,5.286821365356445,74
75,321.0,12.496478080749512,75
76,321.0,12.884896278381348,76
77,321.0,15.040008544921875,77
78,321.0,72.2713394165039,78
79,321.0,5.0976243019104,79
80,254.0,59.54362487792969,80
81,246.0,13.664631843566895,81
82,245.5,8.309017181396484,82
83,244.0,15.127105712890625,83
84,244.0,79.30174255371094,84
85,244.0,22.664745330810547,85
86,244.0,16.84847068786621,86
87,245.5,20.743152618408203,87
88,245.5,36.74360656738281,88
89,247.5,21.187973022460938,89
90,321.0,17.04282569885254,90
91,321.0,52.72611999511719,91
92,321.0,13.508502960205078,92
93,321.0,7.464343547821045,93
94,321.0,50.521156311035156,94
95,321.0,38.38745880126953,95
96,321.0,68.03456115722656,96
97,321.0,30.70746612548828,97
98,321.0,16.370128631591797,98
99,321.0,9.193204879760742,99
100,321.0,137.30810546875,100
101,321.0,147.00596618652344,101
102,321.0,133.2122802734375,102
103,321.0,158.28842163085938,103
104,321.0,87.94523620605469,104
105,321.0,96.45423889160156,105
106,321.0,89.60578918457031,106
107,321.0,31.592365264892578,107
108,257.5,22.877639770507812,108
109,249.5,80.00464630126953,109
110,248.0,68.11997985839844,110
111,249.5,28.527624130249023,111
112,251.5,26.911788940429688,112
113,264.0,38.72720718383789,113
114,321.0,122.11990356445312,114
115,321.0,39.539146423339844,115
116,321.0,41.074554443359375,116
117,321.0,23.58682632446289,117
118,321.0,52.795166015625,118
119,321.0,47.341957092285156,119
120,321.0,141.29721069335938,120
121,321.0,218.74671936035156,121
122,321.0,155.15878295898438,122
123,321.0,174.81837463378906,123
124,321.0,240.30369567871094,124
125,321.0,129.63525390625,125
126,321.0,106.01560974121094,126
127,321.0,86.14299011230469,127
128,321.0,60.92869567871094,128
129,251.5,54.67457580566406,129
130,248.0,9.922069549560547,130
131,247.5,37.394893646240234,131
132,247.5,68.4320068359375,132
133,247.5,123.49092864990234,133
134,247.5,55.8092041015625,134
135,249.5,72.76200103759766,135
136,253.5,71.02333068847656,136
137,289.5,203.0909881591797,137
138,321.0,135.55673217773438,138
139,321.0,53.14063262939453,139
140,321.0,143.5909423828125,140
141,321.0,92.43505859375,141
142,321.0,122.07225036621094,142
143,321.0,74.77803039550781,143
144,321.0,69.72952270507812,144
145,321.0,66.02177429199219,145
146,321.0,100.26023864746094,146
147,321.0,23.74813461303711,147
148,321.0,99.69546508789062,148
149,321.0,20.72543716430664,149
150,321.0,45.71121597290039,150
151,321.0,89.94671630859375,151
152,321.0,23.34136199951172,152
153,321.0,60.7509880065918,153
154,321.0,64.97700500488281,154
155,321.0,71.54974365234375,155
156,321.0,53.89719772338867,156
157,321.0,3.2641749382019043,157
158,321.0,123.09603881835938,158
159,321.0,23.509597778320312,159
160,321.0,170.29202270507812,160
161,321.0,224.8513946533203,161
162,321.0,176.1729278564453,162
163,321.0,110.64865112304688,163
164,321.0,122.57823181152344,164
165,321.0,84.72955322265625,165
166,321.0,196.11912536621094,166
167,321.0,52.020442962646484,167
168,321.0,78.99323272705078,168
169,321.0,61.11034393310547,169
170,321.0,153.01234436035156,170
171,321.0,82.82269287109375,171
172,321.0,135.40174865722656,172
173,321.0,108.62626647949219,173
174,321.0,92.66777038574219,174
175,321.0,90.77445220947266,175
176,321.0,92.2796401977539,176
177,321.0,104.99362182617188,177
178,321.0,34.006874084472656,178
179,321.0,51.59408950805664,179
180,321.0,224.115234375,180
181,321.0,128.77195739746094,181
182,321.0,144.55935668945312,182
183,321.0,120.36558532714844,183
184,321.0,129.5953369140625,184
185,321.0,115.32598876953125,185
186,321.0,65.411376953125,186
187,321.0,128.37625122070312,187
188,321.0,183.21372985839844,188
189,321.0,66.3247299194336,189
190,321.0,196.20974731445312,190
191,321.0,20.475522994995117,191
192,321.0,98.17543029785156,192
193,321.0,161.84619140625,193
194,321.0,56.47821807861328,194
195,321.0,81.1037826538086,195
196,321.0,48.878814697265625,196
197,321.0,168.87078857421875,197
198,321.0,151.20068359375,198
199,321.0,241.51182556152344,199
200,321.0,360.964111328125,200
201,321.0,317.49639892578125,201
202,321.0,305.17340087890625,202
203,321.0,453.2082214355469,203
204,321.0,549.0780029296875,204
205,321.0,319.2506103515625,205
206,321.0,251.64163208007812,206
207,321.0,232.63021850585938,207
208,321.0,248.80303955078125,208
209,321.0,150.550048828125,209
210,321.0,91.59257507324219,210
211,321.0,289.9632568359375,211
212,321.0,71.89230346679688,212
213,321.0,87.81752014160156,213
214,321.0,101.844482421875,214
215,321.0,188.74832153320312,215
216,321.0,266.9035339355469,216
217,321.0,331.8081359863281,217
218,321.0,220.5493621826172,218
219,321.0,424.88128662109375,219
220,321.0,219.82730102539062,220
221,321.0,250.04440307617188,221
222,321.0,519.7586669921875,222
223,321.0,450.88800048828125,223
224,321.0,168.5757598876953,224
225,321.0,339.3974304199219,225
226,321.0,173.35879516601562,226
227,321.0,105.13789367675781,227
228,321.0,380.87872314453125,228
229,321.0,216.093505859375,229
230,321.0,255.60311889648438,230
231,321.0,124.42914581298828,231
232,321.5,196.33255004882812,232
233,321.5,153.4262237548828,233
234,321.5,542.0928955078125,234
235,321.5,242.6772003173828,235
236,321.5,104.02735900878906,236
237,321.5,424.614990234375,237
238,321.0,445.0654296875,238
239,321.0,332.0096435546875,239
240,321.0,438.92706298828125,240
241,321.0,122.117919921875,241
242,321.0,280.6979675292969,242
243,321.0,285.37908935546875,243
244,321.0,259.19537353515625,244
245,321.0,223.4518585205078,245
246,321.0,461.00592041015625,246
247,321.0,128.04676818847656,247
248,321.0,113.60676574707031,248
249,321.0,279.01763916015625,249
250,321.0,640.1829833984375,250
251,321.0,600.4673461914062,251
252,321.0,402.4273376464844,252
253,321.0,422.55224609375,253
254,321.0,341.9462585449219,254
255,321.0,565.968505859375,255
256,321.0,367.0157470703125,256
257,321.0,480.6756896972656,257
258,321.0,501.7178039550781,258
259,321.0,194.28343200683594,259
260,321.0,518.8235473632812,260
261,321.0,501.9503479003906,261
262,321.0,145.5191650390625,262
263,321.0,577.6436767578125,263
264,321.0,389.98388671875,264
265,321.0,293.26226806640625,265
266,321.0,342.4374694824219,266
267,321.0,342.52490234375,267
268,321.0,561.79296875,268
269,321.0,169.15328979492188,269
270,321.0,432.87225341796875,270
271,321.0,635.4182739257812,271
272,321.0,318.2447204589844,272
273,321.0,192.14356994628906,273
274,321.0,658.8055419921875,274
275,321.0,321.46673583984375,275
276,321.0,469.1366882324219,276
277,321.0,714.0846557617188,277
278,321.0,474.767822265625,278
279,321.0,628.6282958984375,279
280,321.0,375.89697265625,280
281,321.0,368.99871826171875,281
282,321.0,437.2331237792969,282
283,321.0,357.6844482421875,283
284,321.0,504.5349426269531,284
285,321.0,620.1908569335938,285
286,321.0,526.8363647460938,286
287,321.0,478.28973388671875,287
288,321.0,184.23675537109375,288
289,321.0,378.989013671875,289
290,321.0,549.531005859375,290
291,321.0,360.3643798828125,291
292,321.0,331.9400634765625,292
293,321.0,1056.210205078125,293
294,321.0,790.3486328125,294
295,321.0,401.9512939453125,295
296,321.0,887.0425415039062,296
297,321.0,405.3456726074219,297
298,321.0,503.1112060546875,298
299,321.0,401.798828125,299
300,321.0,723.5376586914062,300
301,321.0,552.03076171875,301
302,321.0,555.689208984375,302
303,321.0,275.26776123046875,303
304,321.0,552.02392578125,304
305,321.0,1162.1646728515625,305
306,321.0,512.243896484375,306
307,321.0,807.528076171875,307
308,321.0,775.3477172851562,308
309,321.0,783.5980224609375,309
310,321.0,242.6416015625,310
311,321.0,628.868408203125,311
312,321.0,515.259033203125,312
313,321.0,1055.940673828125,313
314,321.0,973.1837768554688,314
315,321.0,978.47412109375,315
316,321.0,244.4148712158203,316
317,321.0,390.521240234375,317
318,321.0,555.403076171875,318
319,321.0,384.6985168457031,319
320,321.0,701.8529663085938,320
321,321.0,662.5869140625,321
322,321.0,693.5958862304688,322
323,321.0,492.54443359375,323
324,321.0,965.2955932617188,324
325,321.0,531.88720703125,325
326,321.0,1286.74560546875,326
327,321.0,989.3597412109375,327
328,321.0,663.5031127929688,328
329,321.0,883.7247314453125,329
330,321.0,721.216552734375,330
331,321.0,202.95977783203125,331
332,321.0,431.8207702636719,332
333,321.0,982.3547973632812,333
334,321.0,412.279541015625,334
335,321.0,546.5242919921875,335
336,321.0,680.34814453125,336
337,321.0,559.2890625,337
338,321.0,414.98614501953125,338
339,321.0,275.8564453125,339
340,321.0,1011.3426513671875,340
341,321.0,1553.963623046875,341
342,321.0,594.6691284179688,342
343,321.0,1562.783203125,343
