holdout_loss,loss,timestep,eval/episode_length,eval/episode_length_std,eval/episode_reward,eval/episode_reward_std,eval/pick_success
1.3092725321303973,1.3113177934358304,860,,,,,
0.6008581200311348,0.8659135409565857,1720,,,,,
0.12941810741674076,0.24327318094844091,2580,,,,,
0.08888674759587577,0.10537756105321763,3440,,,,,
0.06667277752313495,0.07610505189919897,4300,,,,,
0.05741439979783321,0.06086875376139954,5160,,,,,
0.05328161432299504,0.055067411472284535,6020,,,,,
0.050530525938022965,0.05177990331119571,6880,,,,,
0.049862315696339275,0.04980117557786926,7740,,,,,
0.04840742502101634,0.048046922835326425,8600,,,,,
0.04544191433246746,0.04693136281052307,9460,,,,,
0.04452505984971692,0.045398381363253915,10320,,,,,
0.04469072640288708,0.04404738792759736,11180,,,,,
0.042764597871275865,0.043093641990319224,12040,,,,,
0.042373777908641226,0.04225557357029506,12900,,,,,
0.041306809769120316,0.04164188933277203,13760,,,,,
0.04030264386430724,0.04116681340085555,14620,,,,,
0.040682807452110385,0.040991170587408005,15480,,,,,
0.04183081385874475,0.040094428756382514,16340,,,,,
0.040791464908871505,0.03976164347557136,17200,,,,,
0.04025360946218634,0.03927168291885151,18060,,,,,
0.038209159377702466,0.039081210894293596,18920,,,,,
0.03849748748159689,0.03842439553375513,19780,,,,,
0.039384402048795716,0.03845623026407044,20640,,,,,
0.03769991877813673,0.03829319310092994,21500,,,,,
0.038303481380260275,0.03777286088917135,22360,,,,,
0.04126824589316236,0.037601084218815264,23220,,,,,
0.037457015356698736,0.037472411829891576,24080,,,,,
0.03794588340056501,0.037251649396277446,24940,,,,,
0.038351284062793124,0.03706594837049752,25800,,,,,
0.03678653325972164,0.036966631314608936,26660,,,,,
0.03675006712072116,0.03671096997812049,27520,,,,,
0.035431862847749566,0.036502612633414123,28380,,,,,
0.03661308603058028,0.03667702824527088,29240,,,,,
0.0368464315959881,0.03612633115763584,30100,,,,,
0.03652519631351153,0.036397153002664766,30960,,,,,
0.03585627900306568,0.035930928401649076,31820,,,,,
0.03629787452518941,0.03603152965823582,32680,,,,,
0.03716202937932896,0.03582226997674549,33540,,,,,
0.035525998239253856,0.03585178728193739,34400,,,,,
0.034561234478687135,0.03553053336434591,35260,,,,,
0.03680270690211033,0.035427495650947105,36120,,,,,
0.03573763858267043,0.035432804453858054,36980,,,,,
0.034768496791637196,0.03518256701442391,37840,,,,,
0.03471944292270859,0.03498480144974798,38700,,,,,
0.035375587572885094,0.03500117609537277,39560,,,,,
0.03507175789496235,0.034810705246880305,40420,,,,,
0.03441647563216302,0.03492545274757724,41280,,,,,
0.033617896248781365,0.034514183369140194,42140,,,,,
0.03456730905833634,0.034517102368002796,43000,,,,,
0.03417514803451161,0.0344393398049611,43860,,,,,
0.035902341325269184,0.03467135158215844,44720,,,,,
0.033752543487867645,0.03421704609943331,45580,,,,,
0.034132741668889716,0.03423658670467694,46440,,,,,
0.0326097915252281,0.03402642258767824,47300,,,,,
0.03463606321534444,0.0335472482386544,48160,,,,,
0.033740653288225814,0.033795125910275836,49020,,,,,
0.033393377550812654,0.033805555830774665,49880,,,,,
0.03324305532110294,0.03400244346581585,50740,,,,,
0.0327617523888516,0.03360292541599547,51600,,,,,
0.03315936256806515,0.03364964832963289,52460,,,,,
0.033086547593391226,0.033234965071342,53320,,,,,
0.03322210617709992,0.03309521147071618,54180,,,,,
0.031755309326704124,0.032996862461833774,55040,,,,,
0.03395055061162902,0.03312088456004866,55900,,,,,
0.03378357416841868,0.03291045778409335,56760,,,,,
0.034607809019643214,0.033071826316069704,57620,,,,,
0.03413784989090852,0.03300162947108581,58480,,,,,
0.0324189018631397,0.03277428753370815,59340,,,,,
0.03290950747769934,0.03267769125225236,60200,,,,,
0.033223038712559695,0.03273377710910042,61060,,,,,
0.032138459661672246,0.0323424077462838,61920,,,,,
0.03191934052075062,0.03265586158390661,62780,,,,,
0.03216115903369218,0.03212959722420845,63640,,,,,
0.03293224323627562,0.032451485877120254,64500,,,,,
0.032103851602174535,0.03239021540164597,65360,,,,,
0.031708465941077034,0.032173132164360484,66220,,,,,
0.03200302778115107,0.032625151066066255,67080,,,,,
0.03365398661861586,0.03208457174775912,67940,,,,,
0.032293217438598,0.03209711788222193,68800,,,,,
0.03183090391373909,0.031990485042766706,69660,,,,,
0.03153846011778646,0.03187854001081967,70520,,,,,
0.03285405498084632,0.032020822141406176,71380,,,,,
0.03199001581862913,0.03189466662574999,72240,,,,,
0.03227275098825612,0.031936797696750396,73100,,,,,
0.030988294397329186,0.03170775210398229,73960,,,,,
0.030449917513963788,0.0312486194918842,74820,,,,,
0.03115732232325298,0.03155911311637173,75680,,,,,
0.03228834383189675,0.03147507463690157,76540,,,,,
0.03137004129415331,0.03130142048521101,77400,,,,,
0.03391488164143507,0.03147861652812638,78260,,,,,
0.031700941738347685,0.03166039675734075,79120,,,,,
0.030817596995553316,0.031571919769915045,79980,,,,,
0.030962243372964295,0.031018613255041308,80840,,,,,
0.03135442267670187,0.031177193480868663,81700,,,,,
0.031416695365725555,0.031164489428751052,82560,,,,,
0.030738597467195164,0.031388687558992,83420,,,,,
0.0318374479146198,0.03083935674756418,84280,,,,,
0.030832079278175214,0.031107805643317287,85140,,,,,
0.030302990886361094,0.030849669444872902,86000,,,,,
0.02976317907315353,0.030893183774639708,86860,,,,,
0.030984599082622414,0.030744493819859834,87720,,,,,
0.03118305569298048,0.030799310429151662,88580,,,,,
0.032483404961436355,0.031117823007408254,89440,,,,,
0.03110857934279498,0.03050753019403575,90300,,,,,
0.03287605043760565,0.030830952178600258,91160,,,,,
0.030559948831796642,0.030691648168532627,92020,,,,,
0.031135969331791257,0.030540972709829067,92880,,,,,
0.030540249514025317,0.030684784234523064,93740,,,,,
0.0321552706405867,0.030455558160103362,94600,,,,,
0.03352484894526557,0.030804442629478027,95460,,,,,
0.03132056850333541,0.030379550771917722,96320,,,,,
0.03126733400100887,0.030367665869985214,97180,,,,,
0.03026497726177059,0.030468333759453417,98040,,,,,
0.03024422184152658,0.03028591393904628,98900,,,,,
0.030480520981688825,0.030533907948018503,99760,,,,,
0.02918570373467234,0.030334372874782554,100620,,,,,
0.030568077796420384,0.03015650776323191,101480,,,,,
0.03093666118071523,0.030223851031515436,102340,,,,,
0.030180843399707665,0.029919997607032938,103200,,,,,
0.0291081887171712,0.03020360490393846,104060,,,,,
0.03050287592896195,0.030266182397513868,104920,,,,,
0.033574036318202334,0.029885676873544625,105780,,,,,
0.03025264780708524,0.03029319376489796,106640,,,,,
0.02921354079315827,0.029947942101158375,107500,,,,,
0.028951903501915368,0.029881488962835333,108360,,,,,
0.029565149407054098,0.029988445731443072,109220,,,,,
0.028927724349290834,0.029645520762735352,110080,,,,,
0.030017850773279058,0.029600218536202323,110940,,,,,
0.02999848456576814,0.030065944530936202,111800,,,,,
0.03007607323139214,0.029411164116720824,112660,,,,,
0.028845066403926815,0.02998493681336904,113520,,,,,
0.02912580795412837,0.029683554298136124,114380,,,,,
0.029839740355694023,0.0299153995137055,115240,,,,,
0.029512526787990743,0.029885678075600483,116100,,,,,
0.02941627442663491,0.029500276287801053,116960,,,,,
0.029491369885414138,0.0297192237968015,117820,,,,,
0.030550740382006007,0.02989350172669394,118680,,,,,
0.03016971166050713,0.029224199905644996,119540,,,,,
0.030104654135052568,0.029811045544785107,120400,,,,,
0.031448497735830166,0.029427463342543942,121260,,,,,
0.029854717997964034,0.029506400810164733,122120,,,,,
0.02923703023860622,0.029419835104585394,122980,,,,,
0.028875848858855493,0.029220168859979412,123840,,,,,
0.02896185909766097,0.029680694611526507,124700,,,,,
0.029392669098668313,0.02913415603296358,125560,,,,,
0.029586477361099667,0.029517139563726813,126420,,,,,
0.028605228289961815,0.029431115736275253,127280,,,,,
0.030878573404841646,0.02944423542033101,128140,,,,,
0.029596528904729136,0.029299850783549075,129000,,,,,
0.03236503272728868,0.02951184147535709,129860,,,,,
0.02968823266064013,0.029275311867511533,130720,,,,,
0.030398981723674525,0.029380081080679993,131580,,,,,
0.029474526227906677,0.029520409034435174,132440,,,,,
0.03035397431704886,0.029361427148674145,133300,,,,,
0.028173415700710115,0.029082503418849655,134160,,,,,
0.03142688890355964,0.029272344004536075,135020,,,,,
0.02856507754429827,0.02912666855466572,135880,,,,,
0.02825197484777418,0.029136008593838608,136740,,,,,
0.029192115089227977,0.02923894079488723,137600,,,,,
0.028186107764756958,0.02896484224948774,138460,,,,,
0.028724443444678945,0.029378042209806846,139320,,,,,
0.02879371302592201,0.02912243019659504,140180,,,,,
0.029012808195033764,0.02903583854826731,141040,,,,,
0.030100106820464143,0.02885107640177009,141900,,,,,
0.02882086212725139,0.028930676882263473,142760,,,,,
0.028422656698628923,0.028536484286535643,143620,,,,,
0.02864108200856419,0.029073336148677867,144480,,,,,
0.03249217650398266,0.029029199808056266,145340,,,,,
0.02865656484351602,0.029118581952223953,146200,,,,,
0.02798509162005987,0.028911414465238903,147060,,,,,
0.028962791069995532,0.02857346481881862,147920,,,,,
0.029076462559575276,0.028837280878580642,148780,,,,,
0.02791597459378631,0.02889015866053659,149640,,,,,
0.028441989906998588,0.028783406618289466,150500,,,,,
0.028874094784259795,0.029113180896397278,151360,,,,,
0.02858044462668341,0.028633789607691893,152220,,,,,
0.029079490423549063,0.028716019787933946,153080,,,,,
0.02917070627039253,0.02866079637694153,153940,,,,,
0.02952723120187604,0.02873483911633142,154800,,,,,
0.028305694738099726,0.028634702091560153,155660,,,,,
0.02847694281575291,0.028716606605624743,156520,,,,,
0.02797210997966836,0.028485017683530237,157380,,,,,
0.029121034367139954,0.028606999379604345,158240,,,,,
0.029649315090026964,0.028772746043842893,159100,,,,,
0.029036059966960615,0.028678790038061685,159960,,,,,
0.028721976540116347,0.02860674218946067,160820,,,,,
0.02904256921867994,0.02863636628919566,161680,,,,,
0.02778050658661265,0.02847145196960069,162540,,,,,
0.02869198480837569,0.02842298571323588,163400,,,,,
0.029185381089878643,0.028379287248000862,164260,,,,,
0.029512729686360022,0.028624513710654057,165120,,,,,
0.028745265963465678,0.02858513216163187,165980,,,,,
0.02801761560488578,0.02842328841256541,166840,,,,,
0.028643816198373948,0.02872196068380816,167700,,,,,
0.028339339264257017,0.028245854416732195,168560,,,,,
0.035003884933715694,0.028249331301641322,169420,,,,,
0.02767035352975823,0.028619511979956942,170280,,,,,
0.028514049176213363,0.028335753778472198,171140,,,,,
0.028147286635845207,0.0282785737843708,172000,40.0,0.0,0.12,0.32496153618543844,0.7
