loss/dynamics_holdout_loss,loss/dynamics_train_loss,timestep
0.623140275478363,0.8899869719028027,1
0.5349897742271423,0.5704507036369388,2
0.4983161389827728,0.514060328682375,3
0.4816122055053711,0.4857328725016974,4
0.4638543426990509,0.4673672124228669,5
0.4592425227165222,0.45443964182607044,6
0.45330560207366943,0.44436517828096306,7
0.4456034004688263,0.43618371684789436,8
0.4391685426235199,0.42891333873421095,9
0.4418505132198334,0.4232669100374067,10
0.4334454834461212,0.41810803197456453,11
0.4328272044658661,0.4135146020841198,12
0.43117910623550415,0.4096940158684603,13
0.4241919219493866,0.40582034039118936,14
0.42496219277381897,0.4026155488497737,15
0.4193682372570038,0.399128651780352,16
0.4187132716178894,0.39655206603607657,17
0.4200573265552521,0.3936216626125001,18
0.42172738909721375,0.3912969121690335,19
0.42110610008239746,0.3889801484697005,20
0.41455140709877014,0.3868710652731157,21
0.4177514612674713,0.3850951810844806,22
0.4181663990020752,0.3831177485478915,23
0.4179843068122864,0.3812604006710284,24
0.41968458890914917,0.37943811014809414,25
0.41248300671577454,0.37763175732837895,26
0.4189993143081665,0.37616445837902424,27
0.4185273051261902,0.37449935153752817,28
0.41260087490081787,0.3733232732580489,29
0.41183486580848694,0.3722189005071264,30
0.41229110956192017,0.3707144665840516,31
0.41666704416275024,0.3695654470602226,32
0.4148275554180145,0.36812351344902866,33
0.41283780336380005,0.36704462978129737,34
0.41496407985687256,0.36603542633639885,35
0.41278013586997986,0.36494954324124795,36
0.4155736565589905,0.3638246631533269,37
0.41182252764701843,0.3628284424181635,38
0.41106557846069336,0.3619156188212412,39
0.4145888388156891,0.3611265205257302,40
0.4153091013431549,0.3599335468616806,41
0.41182488203048706,0.35898078275439227,42
0.41626274585723877,0.35800498267627007,43
0.41645532846450806,0.35755822747027505,44
0.4159601628780365,0.35667118928234337,45
0.41354474425315857,0.35579479389052654,46
0.419434517621994,0.3550740421708781,47
0.41311565041542053,0.35408079613045373,48
0.41283997893333435,0.35361968547133615,49
0.4122515022754669,0.35297697629470004,50
0.4154048264026642,0.352156153190481,51
0.41077861189842224,0.35157471845129956,52
0.4100801944732666,0.35099850379341013,53
0.41459324955940247,0.35041094566482345,54
0.41725799441337585,0.3493724268357627,55
0.4154430627822876,0.34882600899058785,56
0.41476064920425415,0.3481074443050459,57
0.41597071290016174,0.3475659861117184,58
0.41317957639694214,0.34718952690408567,59
0.41692298650741577,0.34649448415367096,60
0.41532689332962036,0.34579602927386927,61
0.4177337884902954,0.34545767112495074,62
0.41844260692596436,0.3450136123195527,63
0.418539822101593,0.34435304740563827,64
0.42134228348731995,0.3439586881607298,65
0.4149533808231354,0.3433005686790224,66
0.42075061798095703,0.3428206779654064,67
0.41660475730895996,0.3421775690870347,68
0.4138791859149933,0.34182776971246237,69
0.4168923497200012,0.34149420005378045,70
0.41819339990615845,0.34089656150530256,71
0.4141627550125122,0.34046947822517376,72
0.4136332869529724,0.340378243799637,73
0.42191600799560547,0.3395953434967305,74
0.4155699610710144,0.33926459904812295,75
0.4183640480041504,0.33879426644852406,76
0.41709214448928833,0.3384737644821099,77
0.41852906346321106,0.33801897800937086,78
0.41446489095687866,0.33739618020676543,79
0.41701120138168335,0.337253889616798,80
