loss/dynamics_holdout_loss,loss/dynamics_train_loss,timestep
0.6067519783973694,0.8975458598159163,1
0.5200417637825012,0.5755515598059814,2
0.4908439815044403,0.5194597110416598,3
0.46636420488357544,0.4904357520750368,4
0.453230082988739,0.4716247008516898,5
0.4483993649482727,0.45794539316361693,6
0.43751877546310425,0.44739765129169495,7
0.4314061403274536,0.4390074127361554,8
0.43184736371040344,0.4322764718788567,9
0.4233895242214203,0.42576553538288614,10
0.4167279601097107,0.4203254945304881,11
0.41441231966018677,0.4156956746687297,12
0.41384586691856384,0.41135634845044433,13
0.40987879037857056,0.4077438672884506,14
0.4066074788570404,0.40403426350220467,15
0.40747931599617004,0.4009234944200204,16
0.4053841829299927,0.3981802229509523,17
0.39878201484680176,0.3953111107164627,18
0.4038577675819397,0.3929966659772964,19
0.4011034071445465,0.39047947278321066,20
0.4009924829006195,0.38821000002679373,21
0.39779409766197205,0.38636118070640707,22
0.40249186754226685,0.38410244215658956,23
0.39748415350914,0.3825278308322561,24
0.40043115615844727,0.380843804942237,25
0.38892802596092224,0.37928702534079883,26
0.3928827941417694,0.37745598309180317,27
0.38997682929039,0.37590105229176507,28
0.39336276054382324,0.37428598764007276,29
0.39461079239845276,0.37324408706830664,30
0.38873812556266785,0.3717683754882225,31
0.3914896845817566,0.3704537303507829,32
0.38756275177001953,0.36924814000850964,33
0.39009517431259155,0.3682203708298289,34
0.3918099105358124,0.3672238922530975,35
0.3896033763885498,0.36585147983553695,36
0.3922235369682312,0.3648096689490043,37
0.3883934020996094,0.36386092854481117,38
0.39255574345588684,0.36262202318531683,39
0.39248037338256836,0.3618712601096245,40
0.39324912428855896,0.3609126835198852,41
0.3898249566555023,0.36017098808600234,42
0.39242884516716003,0.3594756134473532,43
0.3894138038158417,0.35848115191183616,44
0.39028069376945496,0.35768422208914236,45
0.391374409198761,0.3566778106571468,46
0.3866063356399536,0.3561481879650155,47
0.38352489471435547,0.35518095242320435,48
0.3892521560192108,0.3544006903910615,49
0.38644272089004517,0.3538777523236671,50
0.39013922214508057,0.35318251862690675,51
0.39214757084846497,0.35241981672973527,52
0.3926433026790619,0.35174571941880617,53
0.38965198397636414,0.3511193522941721,54
0.38924169540405273,0.35029359906216184,55
0.3885294795036316,0.34970327393681394,56
0.3925475478172302,0.34900060657804866,57
0.38803619146347046,0.3485034148510542,58
0.3927770256996155,0.3481452980963122,59
0.3867926299571991,0.3474262844837235,60
0.38601988554000854,0.3470707172884438,61
0.38524481654167175,0.34637336014143005,62
0.3906100392341614,0.34582793375913723,63
0.38447391986846924,0.34555863964012246,64
0.38511472940444946,0.34480545959886716,65
0.3882710337638855,0.34430338393628984,66
0.3912753164768219,0.3439134638739122,67
0.3899014890193939,0.343572949745408,68
0.391781210899353,0.34301959046351366,69
0.38545694947242737,0.3425454318133834,70
0.38476911187171936,0.34184561348428916,71
0.3857336640357971,0.34146395247746136,72
0.3908328413963318,0.3412525745388729,73
0.38544464111328125,0.3404951191304667,74
0.3910433351993561,0.3403812720049886,75
0.3873676657676697,0.33957717067498566,76
0.39638346433639526,0.3395067512098592,77
0.3822668790817261,0.3390777471964878,78
0.38851815462112427,0.3387400775897403,79
0.3920416533946991,0.3380422074587739,80
