epoch,average_return
0,9.460269742621332
0.5626212021960016,1,8.835982933438606
0.4622899077051436,2,10.045902267656412
0.39591770773501045,3,18.02674457028659
0.34577187686167715,4,31.5041289526799
0.30396003826804785,5,41.209703897445884
0.2686783865932613,6,51.137615174541246
0.2390776645496983,7,48.100962057052044
0.2147943597772847,8,48.36380271724853
0.19506088577572953,9,50.44955756552716
0.17904369925598965,10,53.28577264659775
0.16609130108066836,11,53.445617707983274
0.15566410133829506,12,56.163071342185766
0.14714328222491246,13,56.5586907677407
0.14008167404157426,14,55.955531696913155
0.13429420756752533,15,57.52991874535136
0.1293265806210925,16,59.548696667833454
0.12502940808949264,17,56.07767143417224
0.12135846906191552,18,58.683308457305294
0.1179671711324121,19,57.201818633448376
0.11490263569804714,20,58.54973952858579
0.11214807231331725,21,60.648772359624296
0.10954346683095484,22,62.62631126785194
0.10708627922227011,23,59.090160117629935
0.10480858019703185,24,57.89153821055993
0.10259173875269682,25,58.871738174875915
0.10037272480671364,26,57.892534998307646
0.0983325852095471,27,60.362490435784444
0.09627160700538274,28,58.058094430309986
0.09430726496574214,29,57.68175049873463
0.0923898571916401,30,55.44957423970517
0.09055431470122484,31,54.183251096405925
0.08868101247779243,32,54.0935355272371
0.087053430935992,33,53.16315798162831
0.0854764882846714,34,52.18108128321329
0.08414827741663475,35,50.87277778352177
0.08285653858881473,36,50.6078481371982
0.08170193420899341,37,49.89513059119123
0.08058625324855527,38,49.37079770421106
0.07954707476870178,39,49.6234092453092
0.0785652975292157,40,48.08886497692851
0.07769811864646957,41,49.87943311996395
0.07674793495565577,42,47.55660480565765
0.07591095510536752,43,46.19379014504819
0.07503766254962557,44,46.23075370849851
0.0742357902495605,45,43.59291562830024
0.073501295826929,46,47.27759004219576
0.07277702976046774,47,46.02943503153322
0.07207091910111935,48,48.23190742619411
0.07130512876240798,49,45.20572828762731
0.0706238375638452,50,46.030332663009645
0.0699697515648573,51,49.69396186247016
0.06925663838396444,52,49.13193851426204
0.06861403592102364,53,48.63166131936093
0.06799525899521987,54,50.58799039650684
0.06729999348959502,55,49.814364093251356
0.06673132533879231,56,48.8340583312622
0.06609288057612489,57,46.71449807439704
0.0655112405119421,58,42.92118855618309
0.0649184137582779,59,44.26650601746094
0.06430011419365016,60,45.96006245625253
0.0637782563734085,61,46.555555442602646
0.06328375520341842,62,53.36868183715652
0.06281932192328184,63,46.84479934687098
0.06227177209066003,64,44.55420606184266
0.061795037149277796,65,47.41884189653687
0.061385319179967236,66,45.256362687766924
0.06100111082196236,67,45.489912468076646
0.0605384546291569,68,45.860038910257934
0.06017112987749564,69,48.14879337584487
0.05977311672266487,70,43.80739621710079
0.059408834794788715,71,52.38580784527569
0.05906947173864183,72,46.676238835000646
0.058765603496176204,73,46.04950831033221
0.05842822762992223,74,46.602113190270366
0.058086355304931434,75,40.96513095454057
0.05778392798760358,76,47.12943780286092
0.05752854839043544,77,48.76663707787349
0.057188377527477186,78,46.67779554473027
0.05694362121488889,79,46.7159698077591
0.056656161861498945,80,39.448083155121445
0.05636571156685157,81,49.80942225649384
0.056170234799651844,82,48.53901232627665
0.05582858808815022,83,46.416603337693275
0.055616216672122326,84,46.16085817430448
0.05541544753457884,85,46.23410110220664
0.05511857704509555,86,42.25174528057422
0.05487025231885179,87,44.16984681770809
0.05464828051531406,88,45.983439700628274
0.05441289988663191,89,41.351783476483924
0.054197374545514126,90,52.873371777551355
0.05397429762174711,91,47.662364548218555
0.053811517813245356,92,49.821553294837955
0.05360146635747932,93,43.53760819098517
0.05338502013126908,94,46.527340218719054
0.053245406621671695,95,48.04644156666539
0.053017183461838674,96,43.82792128934311
0.05280663563257745,97,46.996554002231576
0.05262964807660379,98,48.14082943955532
0.05245143630067863,99,55.26682526623464
0.052248345730859604,100,50.263911643335305
