eval/episode_length,eval/episode_length_std,eval/episode_reward,eval/episode_reward_std,eval/pick_success,holdout_loss,loss,timestep
40.0,0.0,0.0,0.0,0.0,0.022856084877997774,0.28588997843159203,625
40.0,0.0,0.0,0.0,0.0,0.19637712114676842,-0.3463872291479901,1250
40.0,0.0,0.0,0.0,0.0,-0.3872502189071852,-0.9329132764202778,1875
40.0,0.0,0.0,0.0,0.0,-0.769961664046345,-0.5362713107257897,2500
40.0,0.0,0.0,0.0,0.0,-0.6531882377773516,-1.0444265436974294,3125
40.0,0.0,0.0,0.0,0.0,-1.0412524212419991,-1.2154038567451912,3750
40.0,0.0,0.0,0.0,0.0,-1.2372283849716181,-1.277709153047792,4375
40.0,0.0,0.0,0.0,0.0,-1.2078819197177901,-1.3497319008894033,5000
40.0,0.0,0.0,0.0,0.0,-1.34466973466873,-1.4572548076605338,5625
40.0,0.0,0.0,0.0,0.0,-1.2432746426105505,-1.3811312773425106,6250
40.0,0.0,0.0,0.0,0.0,-1.3793453640937805,-1.4521902412365966,6875
40.0,0.0,0.0,0.0,0.04,-1.1480863560110326,-1.4312540148473845,7500
40.0,0.0,0.05,0.2179449471770337,0.08,-1.5089063745498683,-1.493933373955403,8125
40.0,0.0,0.05,0.21794494717703367,0.09,-1.5173919635772688,-1.3721225656521552,8750
40.0,0.0,0.25,0.4330127018922193,0.28,-1.45135624027252,-1.4946542621418166,9375
40.0,0.0,0.0,0.0,0.01,-1.4933050819396976,-1.2896446065538247,10000
40.0,0.0,0.18,0.38418745424597095,0.31,-1.4937541946411141,-1.4255358497048638,10625
40.0,0.0,0.02,0.13999999999999999,0.03,-1.3195220734119397,-1.448685321078939,11250
40.0,0.0,0.23,0.4208325082500163,0.28,-1.4457134581565831,-1.526794269586064,11875
40.0,0.0,0.08,0.2712931993250107,0.1,-1.5317104389190714,-1.5450643058035793,12500
40.0,0.0,0.0,0.0,0.03,-1.3968898910522471,-1.4548988570073593,13125
40.0,0.0,0.04,0.19595917942265426,0.06,-1.5628659685134871,-1.5659722127732194,13750
40.0,0.0,0.04,0.19595917942265426,0.07,-0.997373256030679,-1.5169141300164974,14375
40.0,0.0,0.0,0.0,0.02,-1.527227019119262,-1.5422045174677674,15000
40.0,0.0,0.09,0.28618176042508375,0.12,-1.487892265892031,-1.577670263636643,15625
40.0,0.0,0.18,0.38418745424597095,0.22,-1.5668947834014884,-1.5663198483218062,16250
40.0,0.0,0.0,0.0,0.0,-1.4691962096065283,-0.49489304119614286,16875
40.0,0.0,0.28,0.4489988864128729,0.27,-1.4143973241806027,-1.6123476643471202,17500
40.0,0.0,0.23,0.4208325082500163,0.25,-1.5695917806625388,-1.613900817883244,18125
40.0,0.0,0.22,0.41424630354415964,0.21,-1.6013807346344022,-1.6166244988228862,18750
40.0,0.0,0.29,0.4537620521815371,0.29,-1.5858968872070305,-1.6158649306388428,19375
40.0,0.0,0.0,0.0,0.01,-1.4898803890228263,-1.361947235028456,20000
40.0,0.0,0.16,0.3666060555964672,0.2,-1.5938286563873285,-1.6073141948432692,20625
40.0,0.0,0.17,0.375632799419859,0.17,-1.5717036198615997,-1.6346260301626414,21250
40.0,0.0,0.27,0.44395945760846234,0.27,-1.6139649871826158,-1.645493191518602,21875
40.0,0.0,0.05,0.21794494717703367,0.07,-1.6188473272323611,-1.627612536879862,22500
40.0,0.0,0.06,0.23748684174075835,0.07,-1.5936928824424743,-1.6306033324284157,23125
40.0,0.0,0.07,0.25514701644346144,0.14,-1.6205424758911127,-1.59962771880399,23750
40.0,0.0,0.24,0.4270831300812525,0.28,-1.6374685527801518,-1.65330691550188,24375
40.0,0.0,0.37,0.48280430818293246,0.37,-1.6426751869201675,-1.6575326046366596,25000
40.0,0.0,0.22,0.41424630354415964,0.24,-1.6452769050598155,-1.6303586079056844,25625
40.0,0.0,0.18,0.38418745424597095,0.19,-1.640494220733642,-1.6439627613990924,26250
40.0,0.0,0.3,0.4582575694955839,0.3,-1.6546580936431885,-1.6700537318636661,26875
40.0,0.0,0.01,0.09949874371066199,0.07,-1.6387675197601295,-1.4189560823379817,27500
40.0,0.0,0.35,0.4769696007084727,0.36,-1.6475908731460553,-1.669752662348898,28125
40.0,0.0,0.19,0.39230090491866065,0.15,-1.6544237159728967,-1.6314011303482538,28750
40.0,0.0,0.28,0.44899888641287283,0.31,-1.6567495468139635,-1.678559521960604,29375
40.0,0.0,0.19,0.3923009049186606,0.19,-1.667675627708435,-1.649498193886631,30000
40.0,0.0,0.25,0.4330127018922193,0.24,-1.6726823526382442,-1.6791827511635555,30625
40.0,0.0,0.23,0.4208325082500163,0.23,-1.6711254936218254,-1.6760468551307734,31250
40.0,0.0,0.12,0.32496153618543844,0.14,-1.671966618728636,-1.6796753497640047,31875
40.0,0.0,0.23,0.4208325082500163,0.23,-1.6775110946655276,-1.6781471831024075,32500
40.0,0.0,0.25,0.4330127018922193,0.29,-1.6756339275360068,-1.6656455188799812,33125
40.0,0.0,0.27,0.4439594576084623,0.27,-1.6724385030746483,-1.6692388824596538,33750
40.0,0.0,0.1,0.30000000000000004,0.13,-1.6812528791427628,-1.6679266266002766,34375
40.0,0.0,0.12,0.32496153618543844,0.12,-1.6814757558822646,-1.670395178779676,35000
40.0,0.0,0.08,0.2712931993250107,0.09,-1.6837542024612409,-1.6624613127131382,35625
40.0,0.0,0.25,0.4330127018922193,0.27,-1.682168101882935,-1.6764540991206087,36250
40.0,0.0,0.41,0.4918333050943175,0.44,-1.6821324216842648,-1.6758381564905687,36875
40.0,0.0,0.15,0.3570714214271425,0.16,-1.6837542409896848,-1.6526219260161092,37500
40.0,0.0,0.24,0.4270831300812525,0.24,-1.6879825809478735,-1.6713943830720948,38125
40.0,0.0,0.13,0.33630343441600474,0.14,-1.681986032104493,-1.6864546021078803,38750
40.0,0.0,0.15,0.3570714214271425,0.15,-1.688941814613342,-1.66922293992559,39375
40.0,0.0,0.09,0.2861817604250837,0.1,-1.6899380079269413,-1.692164493214552,40000
40.0,0.0,0.15,0.3570714214271425,0.16,-1.687262303161621,-1.657611110407836,40625
40.0,0.0,0.21,0.4073082370883261,0.21,-1.6855787147521957,-1.683986278096582,41250
40.0,0.0,0.11,0.31288975694324034,0.11,-1.6921255203247068,-1.685735597352314,41875
40.0,0.0,0.22,0.41424630354415964,0.23,-1.6875407115936267,-1.6825582130699404,42500
40.0,0.0,0.05,0.21794494717703367,0.04,-1.6901849309921284,-1.504281646886449,43125
40.0,0.0,0.21,0.40730823708832603,0.21,-1.6940882568359357,-1.6503938489658814,43750
40.0,0.0,0.09,0.2861817604250837,0.09,-1.6890762554168701,-1.6372369087425769,44375
40.0,0.0,0.1,0.30000000000000004,0.11,-1.6950142831802368,-1.5963563782394303,45000
40.0,0.0,0.21,0.4073082370883261,0.21,-1.698107085800172,-1.4724234653885966,45625
40.0,0.0,0.12,0.3249615361854384,0.13,-1.697475215721131,-1.09695973441859,46250
40.0,0.0,0.06,0.23748684174075835,0.06,-1.6991657558441147,-1.0074185535406612,46875
40.0,0.0,0.09,0.28618176042508375,0.09,-1.6990692365646363,-1.2190511856868769,47500
40.0,0.0,0.06,0.23748684174075835,0.06,-1.6995346632003778,0.8365106392817888,48125
40.0,0.0,0.2,0.4,0.2,-1.6999367660522458,-0.42487398833985623,48750
40.0,0.0,0.14,0.34698703145794946,0.14,-1.7019009092330926,0.3366163088257912,49375
40.0,0.0,0.16,0.36660605559646714,0.18,-1.7014410726547244,1.300445042598017,50000
40.0,0.0,0.07,0.25514701644346144,0.07,-1.701452751350402,5.248397431555828,50625
40.0,0.0,0.1,0.3,0.1,-1.7049130067825295,342.51257290582,51250
40.0,0.0,0.07,0.25514701644346144,0.07,-1.70337652206421,138.29053917508224,51875
40.0,0.0,0.16,0.36660605559646725,0.16,-1.7020510236740123,16.22816997728531,52500
40.0,0.0,0.08,0.2712931993250107,0.08,-1.7062094888687147,74.27803090043892,53125
40.0,0.0,0.1,0.3,0.11,-1.7063554529190068,137.96445536613479,53750
40.0,0.0,0.06,0.23748684174075835,0.06,-1.7071988746643076,314.3465790368948,54375
40.0,0.0,0.12,0.3249615361854384,0.12,-1.7060713048934935,27.64843050537597,55000
40.0,0.0,0.14,0.34698703145794946,0.15,-1.7073613904952984,54.49648535327547,55625
40.0,0.0,0.06,0.23748684174075832,0.06,-1.7062207304000852,1889.0685913699463,56250
40.0,0.0,0.11,0.31288975694324034,0.11,-1.7088129722595229,16962.443687098024,56875
40.0,0.0,0.21,0.4073082370883261,0.22,-1.709152569389344,11116.938316004289,57500
40.0,0.0,0.08,0.2712931993250107,0.09,-1.7091851507186888,15183.44637909057,58125
40.0,0.0,0.16,0.36660605559646725,0.16,-1.7114671365737912,9055.418002743629,58750
40.0,0.0,0.05,0.21794494717703367,0.07,-1.710859132575986,51631.12192282481,59375
40.0,0.0,0.04,0.19595917942265428,0.04,-1.7114457609176632,161322.4625297329,60000
40.0,0.0,0.05,0.21794494717703367,0.06,-1.7124208606719975,27193.512557902908,60625
40.0,0.0,0.06,0.23748684174075835,0.06,-1.7129533895492581,18261.168786744398,61250
40.0,0.0,0.1,0.3,0.1,-1.7123463951110842,210475.90403776566,61875
40.0,0.0,0.09,0.28618176042508375,0.08,-1.714915605735778,9232373.346011762,62500
40.0,0.0,0.1,0.3,0.1,-1.7131426528930667,1554.5752891438794,63125
40.0,0.0,0.12,0.32496153618543844,0.12,-1.7160232027053812,8304.017746892712,63750
40.0,0.0,0.17,0.375632799419859,0.17,-1.715937078666688,21305.079750356395,64375
40.0,0.0,0.05,0.21794494717703367,0.05,-1.7163685703277591,50559.38585691624,65000
40.0,0.0,0.12,0.32496153618543844,0.13,-1.7165857805252092,911163.56477058,65625
40.0,0.0,0.06,0.23748684174075835,0.06,-1.7168333316802993,40078.28342951176,66250
40.0,0.0,0.1,0.3,0.1,-1.717881757736207,70657.23689593098,66875
40.0,0.0,0.08,0.2712931993250107,0.08,-1.7183021757125865,33568.320823964816,67500
40.0,0.0,0.09,0.2861817604250837,0.09,-1.7189192499160777,253812.47811998337,68125
40.0,0.0,0.1,0.3,0.1,-1.7195444791793824,387206.34034936986,68750
40.0,0.0,0.08,0.2712931993250107,0.08,-1.7190546224594112,1730522.2574570582,69375
40.0,0.0,0.08,0.2712931993250107,0.08,-1.7206898298263518,2849080.2072462933,70000
40.0,0.0,0.11,0.31288975694324034,0.11,-1.720928314590455,2460112.0434610164,70625
40.0,0.0,0.06,0.23748684174075835,0.06,-1.7212233787536613,10960048.868963268,71250
40.0,0.0,0.1,0.3,0.09,-1.7214002353668223,18745784.20226428,71875
40.0,0.0,0.1,0.3,0.1,-1.7229973789215085,7871059.107379033,72500
40.0,0.0,0.05,0.21794494717703367,0.05,-1.7229135475158703,14955764.532068191,73125
40.0,0.0,0.04,0.19595917942265426,0.04,-1.7231680597305312,45665650.09287703,73750
40.0,0.0,0.12,0.32496153618543844,0.12,-1.7246219644546532,51118022.87509997,74375
40.0,0.0,0.07,0.2551470164434615,0.09,-1.7241304450988792,43026821.65389042,75000
40.0,0.0,0.1,0.3,0.1,-1.7247118885040298,34983549.50452926,75625
40.0,0.0,0.05,0.21794494717703367,0.05,-1.7254907520294172,14312496.864347868,76250
40.0,0.0,0.18,0.38418745424597095,0.18,-1.725358751487734,366456621.60760266,76875
40.0,0.0,0.15,0.3570714214271425,0.15,-1.7262333810806272,639292251.267791,77500
40.0,0.0,0.09,0.28618176042508375,0.09,-1.7261144659042351,55303231.54429469,78125
40.0,0.0,0.11,0.31288975694324034,0.1,-1.7267627845764164,649015163.8721545,78750
40.0,0.0,0.13,0.33630343441600474,0.13,-1.7273081800460812,58164998.4857162,79375
40.0,0.0,0.09,0.28618176042508375,0.11,-1.7280137588500986,396141977.2202888,80000
40.0,0.0,0.12,0.32496153618543844,0.12,-1.728686899375916,228150902.99040467,80625
40.0,0.0,0.11,0.31288975694324034,0.11,-1.7294672836303742,9523786.9633737,81250
40.0,0.0,0.17,0.375632799419859,0.16,-1.7295046966552727,85727510.78801715,81875
40.0,0.0,0.13,0.33630343441600474,0.12,-1.7305747894287105,104412497.48152517,82500
40.0,0.0,0.1,0.3,0.1,-1.7292290956497205,187845715.11290863,83125
40.0,0.0,0.1,0.3,0.11,-1.73141386127472,521463793.28297675,83750
40.0,0.0,0.12,0.32496153618543844,0.12,-1.7314265792846684,310213036.78985536,84375
40.0,0.0,0.08,0.2712931993250107,0.08,-1.7318780317306515,1717225926.8816707,85000
40.0,0.0,0.15,0.3570714214271425,0.15,-1.731636049652101,559961862.4676771,85625
40.0,0.0,0.08,0.2712931993250107,0.07,-1.732334058570861,466818874.6540962,86250
40.0,0.0,0.08,0.2712931993250107,0.09,-1.732689468193055,532576476.0827349,86875
40.0,0.0,0.06,0.23748684174075835,0.07,-1.7336709199905413,1142317523.9343746,87500
40.0,0.0,0.08,0.2712931993250107,0.08,-1.7328834770202606,125313700.63868345,88125
40.0,0.0,0.06,0.23748684174075835,0.07,-1.7341687793731686,606663932.6976296,88750
40.0,0.0,0.07,0.25514701644346144,0.08,-1.734375745391845,355514353.285142,89375
40.0,0.0,0.1,0.3,0.1,-1.7345495630264285,1029252061.7200528,90000
40.0,0.0,0.14,0.34698703145794946,0.15,-1.7356529134750371,2290139029.979993,90625
40.0,0.0,0.1,0.3,0.1,-1.7355395492553696,627508137.5427898,91250
40.0,0.0,0.1,0.3,0.1,-1.7360364807128907,1972439703.6131854,91875
40.0,0.0,0.07,0.25514701644346144,0.07,-1.736555170822145,3246255004.503634,92500
40.0,0.0,0.11,0.31288975694324034,0.1,-1.7366381212234479,6063094762.768915,93125
40.0,0.0,0.16,0.36660605559646714,0.16,-1.7372763587951665,17412090363.098015,93750
40.0,0.0,0.15,0.3570714214271425,0.15,-1.737214984893797,17003750157.01752,94375
40.0,0.0,0.08,0.2712931993250107,0.08,-1.7376783424377438,20755803871.3597,95000
40.0,0.0,0.1,0.3,0.1,-1.7383205751419082,25997663680.380947,95625
40.0,0.0,0.07,0.25514701644346144,0.07,-1.7383184600830064,82768705390.85236,96250
40.0,0.0,0.14,0.34698703145794946,0.14,-1.7389573837280266,100691200141.83655,96875
40.0,0.0,0.14,0.34698703145794946,0.14,-1.7390715965270982,222458377155.65018,97500
40.0,0.0,0.08,0.2712931993250107,0.08,-1.7395668251037595,113572442032.08858,98125
40.0,0.0,0.08,0.2712931993250107,0.08,-1.7397945878982541,195719595652.0655,98750
40.0,0.0,0.13,0.3363034344160047,0.13,-1.7400568840026869,169058462203.1048,99375
40.0,0.0,0.17,0.375632799419859,0.19,-1.7406022811889648,147995054887.12363,100000
40.0,0.0,0.12,0.3249615361854384,0.13,-1.7405741733551037,390550533164.01764,100625
40.0,0.0,0.18,0.384187454245971,0.18,-1.741196055984498,516485045070.26306,101250
40.0,0.0,0.16,0.36660605559646714,0.16,-1.7413411815643316,397862807954.7578,101875
40.0,0.0,0.12,0.3249615361854384,0.12,-1.7416307878494277,558181075294.5695,102500
40.0,0.0,0.15,0.3570714214271425,0.15,-1.741828287887573,534069864955.109,103125
40.0,0.0,0.12,0.3249615361854384,0.12,-1.7424821392059326,458510573722.8712,103750
40.0,0.0,0.1,0.3,0.11,-1.7421899188995391,561658340317.7627,104375
40.0,0.0,0.07,0.25514701644346144,0.08,-1.742573533439637,857102549407.8043,105000
40.0,0.0,0.14,0.34698703145794946,0.15,-1.7429021936416618,1045714042043.5251,105625
40.0,0.0,0.11,0.31288975694324034,0.12,-1.743184982681275,1469154410390.032,106250
40.0,0.0,0.1,0.3,0.1,-1.7434746303558357,1430039453329.136,106875
40.0,0.0,0.08,0.2712931993250107,0.08,-1.7435544923782338,1839500767465.187,107500
40.0,0.0,0.06,0.23748684174075835,0.09,-1.7437588544845593,1821619247324.1528,108125
40.0,0.0,0.14,0.34698703145794946,0.14,-1.744041283226014,3308343036150.2446,108750
40.0,0.0,0.12,0.32496153618543844,0.12,-1.7442532709121719,2208139374929.5547,109375
40.0,0.0,0.11,0.31288975694324034,0.11,-1.7445193531036378,3168625373417.213,110000
40.0,0.0,0.2,0.4,0.2,-1.744636506271366,4629286131201.671,110625
40.0,0.0,0.1,0.3,0.11,-1.744777969169619,5175686929334.666,111250
40.0,0.0,0.09,0.2861817604250837,0.1,-1.74500826969147,5112869613070.7295,111875
40.0,0.0,0.13,0.33630343441600474,0.13,-1.7451465305328362,5846840968418.705,112500
40.0,0.0,0.12,0.32496153618543844,0.12,-1.7453134963989265,6209846064589.506,113125
40.0,0.0,0.13,0.33630343441600474,0.14,-1.74544515953064,6693192741932.084,113750
40.0,0.0,0.15,0.3570714214271425,0.15,-1.745634210586548,6762489269409.48,114375
40.0,0.0,0.14,0.34698703145794946,0.14,-1.7458062324523949,8017906329272.31,115000
40.0,0.0,0.09,0.28618176042508375,0.1,-1.745934090805055,7900804353707.267,115625
40.0,0.0,0.16,0.36660605559646725,0.16,-1.746045292663574,8834259585687.707,116250
40.0,0.0,0.14,0.34698703145794946,0.14,-1.7461195825576796,10461555499789.107,116875
40.0,0.0,0.11,0.3128897569432403,0.13,-1.7462175733566274,10893005653010.012,117500
40.0,0.0,0.15,0.3570714214271425,0.16,-1.7463677646636966,11355434454699.28,118125
40.0,0.0,0.14,0.34698703145794946,0.15,-1.746440631866453,11803260025626.158,118750
40.0,0.0,0.13,0.33630343441600474,0.13,-1.7465415285110493,12021480098664.434,119375
40.0,0.0,0.11,0.31288975694324034,0.11,-1.7465943168640137,12648193964095.656,120000
40.0,0.0,0.11,0.31288975694324034,0.12,-1.7466760334014892,12872556421692.389,120625
40.0,0.0,0.15,0.3570714214271425,0.15,-1.7467591991424578,12993950799883.463,121250
40.0,0.0,0.13,0.33630343441600474,0.13,-1.7468025878906228,13060539890771.22,121875
