eval/episode_length,eval/episode_length_std,eval/episode_reward,eval/episode_reward_std,loss,timestep
99.0,0.0,97.0,0.0,54.13396490682469,101
99.0,0.0,97.0,0.0,4.170211348203152,202
99.0,0.0,97.0,0.0,1.38756672167542,303
99.0,0.0,124.5,0.0,0.48670430134723697,404
99.0,0.0,125.0,0.0,0.35715255819924985,505
99.0,0.0,125.0,0.0,0.3135555601946199,606
99.0,0.0,126.5,0.0,0.269187444655022,707
99.0,0.0,126.5,0.0,0.22796285565536797,808
99.0,0.0,127.0,0.0,0.18283802551208161,909
99.0,0.0,127.5,0.0,0.13572836457060117,1010
99.0,0.0,127.5,0.0,0.09704006264115324,1111
99.0,0.0,127.5,0.0,0.06761271320283413,1212
99.0,0.0,127.5,0.0,0.05240702957357509,1313
99.0,0.0,127.5,0.0,0.04641590735847407,1414
99.0,0.0,127.5,0.0,0.0438511404808205,1515
99.0,0.0,127.5,0.0,0.04256397951394323,1616
99.0,0.0,127.5,0.0,0.04196246350552928,1717
99.0,0.0,127.5,0.0,0.04189625092883511,1818
99.0,0.0,127.5,0.0,0.04150335450131108,1919
99.0,0.0,127.5,0.0,0.041416727854768846,2020
99.0,0.0,127.5,0.0,0.04113518046491805,2121
99.0,0.0,127.5,0.0,0.04073123767105216,2222
99.0,0.0,128.5,0.0,0.04154323838134805,2323
99.0,0.0,127.5,0.0,0.04067407100286224,2424
99.0,0.0,128.5,0.0,0.040590483695268666,2525
99.0,0.0,127.5,0.0,0.04064120603079843,2626
99.0,0.0,128.5,0.0,0.04085224693511972,2727
99.0,0.0,128.5,0.0,0.040734933763004764,2828
99.0,0.0,127.5,0.0,0.04037662294905374,2929
99.0,0.0,128.5,0.0,0.039976765950311806,3030
99.0,0.0,128.5,0.0,0.03994838686862794,3131
99.0,0.0,127.5,0.0,0.040393524646463945,3232
99.0,0.0,127.5,0.0,0.04008596869978573,3333
99.0,0.0,128.5,0.0,0.03982159864194323,3434
99.0,0.0,128.5,0.0,0.03964227521423214,3535
99.0,0.0,128.5,0.0,0.03973501197772449,3636
99.0,0.0,127.5,0.0,0.03960341829253304,3737
99.0,0.0,128.5,0.0,0.03956665336108297,3838
99.0,0.0,128.5,0.0,0.03955869447661216,3939
99.0,0.0,128.5,0.0,0.03991795174482433,4040
99.0,0.0,128.5,0.0,0.03948181555468107,4141
99.0,0.0,128.5,0.0,0.03960495685586831,4242
99.0,0.0,127.5,0.0,0.03993541096327922,4343
99.0,0.0,128.5,0.0,0.0396299676250408,4444
99.0,0.0,127.5,0.0,0.040087226335660094,4545
99.0,0.0,128.5,0.0,0.039660328561163465,4646
99.0,0.0,128.5,0.0,0.04000897111721556,4747
99.0,0.0,128.5,0.0,0.039514979928510635,4848
99.0,0.0,128.5,0.0,0.040012858918692794,4949
99.0,0.0,128.5,0.0,0.03969632946692483,5050
99.0,0.0,127.5,0.0,0.040221089073041935,5151
99.0,0.0,129.5,0.0,0.040131296519890856,5252
99.0,0.0,129.5,0.0,0.03989032030769502,5353
99.0,0.0,128.5,0.0,0.03941464341144162,5454
99.0,0.0,128.5,0.0,0.039206496134428066,5555
99.0,0.0,129.5,0.0,0.03963431433802196,5656
99.0,0.0,128.5,0.0,0.03929364505122501,5757
99.0,0.0,127.5,0.0,0.03913133779925636,5858
99.0,0.0,128.5,0.0,0.039256237087642185,5959
99.0,0.0,129.5,0.0,0.039133266527390125,6060
99.0,0.0,129.5,0.0,0.03949423031051556,6161
99.0,0.0,129.5,0.0,0.039261895893510444,6262
99.0,0.0,129.5,0.0,0.039728476324736486,6363
99.0,0.0,129.5,0.0,0.04005014549682641,6464
99.0,0.0,129.5,0.0,0.03955615695455288,6565
99.0,0.0,130.0,0.0,0.04001777132253838,6666
99.0,0.0,127.5,0.0,0.03980922315380364,6767
99.0,0.0,128.5,0.0,0.039317530349339554,6868
99.0,0.0,128.5,0.0,0.03906093869764024,6969
99.0,0.0,127.5,0.0,0.03912096825142455,7070
99.0,0.0,128.5,0.0,0.039426121381249755,7171
99.0,0.0,125.5,0.0,0.039590761840048366,7272
99.0,0.0,126.5,0.0,0.0401981376517232,7373
99.0,0.0,130.0,0.0,0.03962732338816811,7474
99.0,0.0,130.0,0.0,0.039979004033721295,7575
99.0,0.0,129.5,0.0,0.03911990859594179,7676
99.0,0.0,129.5,0.0,0.03912070662815972,7777
99.0,0.0,126.5,0.0,0.03984633846079358,7878
99.0,0.0,128.5,0.0,0.039308394904773995,7979
99.0,0.0,129.5,0.0,0.039891542036934666,8080
99.0,0.0,127.5,0.0,0.03958440782262545,8181
99.0,0.0,130.0,0.0,0.039150758379019136,8282
99.0,0.0,126.5,0.0,0.03984642530431842,8383
99.0,0.0,129.5,0.0,0.03898514246586524,8484
99.0,0.0,128.5,0.0,0.03871259144922296,8585
99.0,0.0,127.5,0.0,0.03994422404113972,8686
99.0,0.0,129.5,0.0,0.0393432997867908,8787
99.0,0.0,123.5,0.0,0.03918178283637113,8888
99.0,0.0,128.5,0.0,0.04026077634258436,8989
99.0,0.0,126.5,0.0,0.038801575503727016,9090
99.0,0.0,130.0,0.0,0.03886829004945728,9191
99.0,0.0,126.5,0.0,0.03887954924144957,9292
99.0,0.0,126.5,0.0,0.038917551130646495,9393
99.0,0.0,129.5,0.0,0.038824843482510855,9494
99.0,0.0,129.5,0.0,0.038555818766650575,9595
99.0,0.0,128.5,0.0,0.03831358381666908,9696
99.0,0.0,129.5,0.0,0.039778550459754335,9797
99.0,0.0,129.5,0.0,0.040486223368656496,9898
99.0,0.0,128.5,0.0,0.04108265420366629,9999
99.0,0.0,126.5,0.0,0.038575571362334915,10100
99.0,0.0,130.0,0.0,0.03869999140399595,10201
99.0,0.0,129.5,0.0,0.038664656442285804,10302
99.0,0.0,128.5,0.0,0.039520056033045925,10403
99.0,0.0,129.5,0.0,0.04006721029556034,10504
99.0,0.0,128.5,0.0,0.03879763810759375,10605
99.0,0.0,121.5,0.0,0.03838637399275113,10706
99.0,0.0,128.5,0.0,0.040416830855578484,10807
99.0,0.0,129.5,0.0,0.03798191771524988,10908
99.0,0.0,130.0,0.0,0.038134513957665726,11009
99.0,0.0,129.5,0.0,0.03850177423809518,11110
99.0,0.0,128.5,0.0,0.038182072876261,11211
99.0,0.0,129.5,0.0,0.03787340303608632,11312
99.0,0.0,129.5,0.0,0.03879657891200912,11413
99.0,0.0,129.5,0.0,0.0394010608923612,11514
99.0,0.0,125.5,0.0,0.038073014698480026,11615
99.0,0.0,129.5,0.0,0.03825196539890941,11716
99.0,0.0,128.5,0.0,0.03824558364467161,11817
99.0,0.0,127.5,0.0,0.03801965710734672,11918
99.0,0.0,129.5,0.0,0.039100626631095856,12019
99.0,0.0,130.0,0.0,0.04069804254513566,12120
99.0,0.0,128.5,0.0,0.03863776620883162,12221
99.0,0.0,127.5,0.0,0.03876643755132019,12322
99.0,0.0,123.5,0.0,0.03897449726441708,12423
99.0,0.0,128.5,0.0,0.03916519117716813,12524
99.0,0.0,129.5,0.0,0.0387425567622822,12625
99.0,0.0,129.5,0.0,0.03841778069808342,12726
99.0,0.0,129.5,0.0,0.037913210005144964,12827
99.0,0.0,129.5,0.0,0.03904346247563268,12928
99.0,0.0,128.5,0.0,0.03969131712571231,13029
99.0,0.0,122.5,0.0,0.038403156812828375,13130
99.0,0.0,127.5,0.0,0.03903090127623909,13231
99.0,0.0,128.5,0.0,0.03816651095553203,13332
99.0,0.0,124.5,0.0,0.038838912447047715,13433
99.0,0.0,129.5,0.0,0.03920223110235563,13534
99.0,0.0,127.5,0.0,0.03792390595697386,13635
99.0,0.0,128.5,0.0,0.03801585246386966,13736
99.0,0.0,130.0,0.0,0.03840295042805739,13837
99.0,0.0,128.5,0.0,0.03881026123936225,13938
99.0,0.0,127.5,0.0,0.038447057109067956,14039
99.0,0.0,128.5,0.0,0.03816389226087247,14140
99.0,0.0,129.5,0.0,0.03860409513558493,14241
99.0,0.0,126.5,0.0,0.038664902837043366,14342
99.0,0.0,130.0,0.0,0.038279928211676036,14443
99.0,0.0,129.5,0.0,0.03808611003442272,14544
99.0,0.0,129.5,0.0,0.03938799465794374,14645
99.0,0.0,129.5,0.0,0.038206878828235175,14746
99.0,0.0,127.5,0.0,0.03818707236337779,14847
99.0,0.0,127.5,0.0,0.03842906502656413,14948
99.0,0.0,128.5,0.0,0.0382001096253643,15049
99.0,0.0,126.5,0.0,0.03802717643061486,15150
99.0,0.0,129.5,0.0,0.038252418344416235,15251
99.0,0.0,128.5,0.0,0.03874974779434281,15352
99.0,0.0,129.5,0.0,0.03758140161200104,15453
99.0,0.0,130.0,0.0,0.037902355009671464,15554
99.0,0.0,129.5,0.0,0.039501085121295236,15655
99.0,0.0,128.5,0.0,0.040589556245520554,15756
99.0,0.0,125.5,0.0,0.03828976487759316,15857
99.0,0.0,126.5,0.0,0.03897685531784994,15958
99.0,0.0,127.5,0.0,0.038027881635445175,16059
99.0,0.0,125.5,0.0,0.037944319243035665,16160
99.0,0.0,129.5,0.0,0.03852419510926348,16261
99.0,0.0,126.5,0.0,0.038307878880365055,16362
99.0,0.0,129.5,0.0,0.037936568896767095,16463
99.0,0.0,130.0,0.0,0.03827443143518846,16564
99.0,0.0,128.5,0.0,0.038176076136308155,16665
99.0,0.0,127.5,0.0,0.03764707421293797,16766
99.0,0.0,128.5,0.0,0.037863397325324566,16867
