alpha,loss/actor,loss/alpha,loss/critic1,loss/critic2,timestep,eval/episode_length,eval/episode_length_std,eval/episode_reward,eval/episode_reward_std
0.9733505764603623,8.480225487113007,-0.06612837121391198,-0.9944358251094813,-0.9076836560070527,1000,,,,
0.9411449244022366,22.780392224311868,-0.04991714394150768,1.1975623090267147,1.2724054379463197,2000,,,,
0.9203523332476619,34.78008664321905,-0.024906127288355492,1.585320333004,1.6092582602500922,3000,,,,
0.9100309424996383,44.794600440978975,-0.0038070464951451776,1.652218007564545,1.6219027328491245,4000,,,,
0.9337275709509856,52.27857998657234,0.028175352724036214,2.7513434543609594,2.6227882809638907,5000,,,,
1.001470001578332,58.18729615402221,0.0014799568222006248,3.1602620120048535,2.9625465493202134,6000,,,,
1.0400706578493124,66.24022964096056,-0.0043874621405848285,3.533352878570555,3.4094425482749995,7000,,,,
1.0599517081975927,74.56933251953143,-0.00405971133243292,3.429055131912228,3.326781767368315,8000,,,,
1.0942751171588911,82.68914299774174,-0.005100681163312405,3.6378904767036433,3.5716551375389116,9000,,,,
1.0957171738147755,90.73592190551759,-0.00698704394767993,3.4210825576782224,3.341120592594148,10000,,,,
1.1260308055877664,98.74488043212887,-0.002951795275264885,3.72260713863372,3.6712941455841057,11000,,,,
1.1374661549329785,106.81294956207256,-0.0018346915954025403,3.9208451452255244,3.8733411822318975,12000,,,,
1.150414794683455,114.87812271118176,-0.0029456424324307627,4.058980895519266,4.024398204326636,13000,,,,
1.1665591869354224,122.72129970550534,-0.003702393182320494,4.210345694541933,4.171214909553538,14000,,,,
1.168383278965952,130.27924667358394,-0.0005244835581397692,4.073801633358006,4.026901636600495,15000,,,,
1.1818424856662735,137.10197630310068,-0.004783813028596343,4.741472753047941,4.71064872026444,16000,,,,
1.1973814922571182,143.1078794860838,-0.022665103250648855,4.586824241638177,4.556331741809846,17000,,,,
1.2428393781185154,149.70518154907245,-0.009001568821026039,5.281332308292401,5.244583168506622,18000,,,,
1.2245199533700923,156.35003524780242,0.00036801054701204633,5.123061996459967,5.137458041191111,19000,,,,
1.2282914652824402,162.19275262451183,0.001984675743151418,4.990221804141997,4.9513735871315046,20000,,,,
1.2520518757104862,167.9612555694579,-0.008242775040911521,5.315274873733509,5.28902505350112,21000,,,,
1.2580843199491525,173.5233391723631,-0.002752708830405015,5.666334578037258,5.615411845207212,22000,,,,
1.274793673396111,179.1179704284664,-0.0183351617241278,5.93919127988816,5.90402064752579,23000,,,,
1.2935516363382344,184.7869576568605,-0.006095326326787473,6.429918136596684,6.377594016551985,24000,,,,
1.3063719477653504,190.19910150146472,-0.0040294331042096095,6.6831550002098155,6.656819396018967,25000,,,,
1.3164658142328272,195.4872383575438,-0.001507316405419268,7.191156970024108,7.118819020748134,26000,,,,
1.3196320089101767,200.80186331176785,-0.011026751930126907,7.307497632026668,7.257688097953803,27000,,,,
1.3342181714773207,206.10120626831105,-0.005390353132737791,7.659268376350407,7.592294437885273,28000,,,,
1.3520556298494317,211.230113479614,-0.014206614695955048,7.967923435688019,7.90567453193665,29000,,,,
1.3780945386886578,216.44268544006343,-0.004494311749003823,8.692200767517072,8.619201494216895,30000,,,,
1.3625477594137176,221.26999688720673,-0.0018887551508378162,8.719059276580825,8.613513186454767,31000,,,,
1.377919823408128,226.23522625732411,-0.0057737743319012155,9.287856113433838,9.188770159721393,32000,,,,
1.3739088810682305,230.79025247192368,0.005409133031964297,9.903279760360729,9.790752658844008,33000,,,,
1.3949845334291469,235.2487684936524,-0.018551731684594442,10.736584288597088,10.665153202056873,34000,,,,
1.4022193375825853,239.9049187164306,0.0030894211977720277,12.159893139839175,11.989849805831891,35000,,,,
1.3927458941936486,244.13074545288043,0.0033042771215550538,13.192629744529759,13.077780581474293,36000,,,,
1.402909395217892,248.10464933776836,-0.015524979134555831,14.466980434417712,14.339227573394792,37000,,,,
1.4150609205961218,252.12899432373067,-0.00026576771587133604,15.936869399070746,15.839421404838545,38000,,,,
1.4222163301706305,255.88675299072236,-0.011069021176546791,17.794141377449026,17.605464452743544,39000,,,,
1.4443607141971582,259.58539474487316,-0.019268600697629184,19.12886658763885,19.01560327625275,40000,,,,
1.4555487476587308,263.7442640686033,0.00675172872329132,21.23290847587585,21.155075561523503,41000,,,,
1.4507359628677383,267.68949307250955,0.005901196723803869,22.231577635765134,22.15251408481599,42000,,,,
1.4386132645606986,271.4646507568362,-4.55917986109839e-05,22.973236193656934,22.92183495330809,43000,,,,
1.4472043331861493,275.06467495727514,-0.0029554242664016827,24.07068953418729,23.962589550018304,44000,,,,
1.4489903876781485,278.5843365173346,-0.005382061871234327,24.36512575340269,24.28357913494105,45000,,,,
1.4596989458799356,282.34880249023445,-0.00787992269499226,24.85391192817684,24.709451490402202,46000,,,,
1.467649535298348,286.4498396911629,-0.0015448099547065797,25.1752729654312,24.966821238517742,47000,,,,
1.4521611415147755,290.7320610351561,0.015833332730922786,24.627527862548778,24.52714956092837,48000,,,,
1.4451407666206333,295.03060311889647,0.003099322638008752,24.118717917442304,24.057957651138306,49000,,,,
1.4412346659898803,299.22742160034124,-0.0020981809389777517,23.61384033775324,23.487525235176122,50000,40.0,0.0,0.11,0.31288975694324034
