loss/dynamics_holdout_loss,loss/dynamics_train_loss,timestep
0.013231359,-46.93816504922024,1
0.013002582,-59.18310758802626,2
0.012963498,-62.38293143082651,3
0.013081782,-64.37485359251038,4
0.013099094,-66.62331683136696,5
0.013089244,-68.02821533439695,6
0.013082512,-69.35487778242245,7
0.013125248,-70.605273406943,8
0.013218267,-71.83905093860872,9
0.013112687,-72.75902425780777,10
0.013260354,-73.74201803182754,11
