alpha,eval/episode_length,eval/episode_length_std,eval/episode_reward,eval/episode_reward_std,loss/actor,loss/alpha,loss/critic1,loss/critic2,rollout_info/num_transitions,rollout_info/reward_mean,timestep
0.95152359187603,200.0,0.0,12.827650634349435,3.024832741278691,-5.255683720469488,-0.1682335969005071,0.07336479303054495,0.07001490309275697,50000.0,0.026482993639335036,1000
0.8609596993327135,200.0,0.0,12.460577458306338,2.3835117217464674,-10.398982885360704,-0.5045146380960946,0.04818414004333319,0.04937138552404937,50000.0,0.026976964546013622,2000
0.7790409001111986,200.0,0.0,12.917538264343879,3.0394212587696816,-14.921207751274123,-0.8404717970490462,0.058237081609666445,0.061284904379397646,50000.0,0.0261933297380805,3000
0.7049404028654097,200.0,0.0,12.710897764700492,2.483425239574465,-18.713887065887448,-1.175391029000283,0.08057074517756695,0.08446517335250968,50000.0,0.025752653796095402,4000
0.6379273049831398,200.0,0.0,11.828728635379651,0.8654881997744727,-21.8297404632568,-1.5079029186964035,0.11042787010967739,0.11488817187771191,50000.0,0.02633042005797848,5000
0.5773341915011416,200.0,0.0,10.933437875417022,1.7082588639002039,-24.38259955787652,-1.8365355389118205,0.14513274881988758,0.15054010243713833,50000.0,0.02661611170914024,6000
0.5225620869696145,200.0,0.0,10.875153901567625,2.528501820692183,-26.398172927856432,-2.1602081460952767,0.17859862558171144,0.1843241023011505,50000.0,0.02853055373027921,7000
0.4730236406326293,200.0,0.0,11.491374638050303,2.616089737113458,-28.011949001312274,-2.479288772106175,0.21290935609862194,0.21892422913387438,50000.0,0.027396418895777316,8000
0.42825700801611033,200.0,0.0,12.752270979541171,2.377278564419037,-29.196521753311156,-2.787258498430253,0.26832248637452744,0.2740044274777177,50000.0,0.02892514969168231,9000
0.38775132915377664,200.0,0.0,12.880589770155032,2.3708775215332727,-30.0862732467651,-3.091459158658983,0.31515352960675913,0.3211385271437466,50000.0,0.027269037344064564,10000
0.3511394702792166,200.0,0.0,13.783095356701452,2.21752946416647,-30.722361097335792,-3.3815940194129928,0.3637727012224496,0.36904019140452166,50000.0,0.029862815935872495,11000
0.31803412181138996,200.0,0.0,13.319928098300448,2.3271262787551388,-31.13241249656678,-3.6574434688091255,0.42833529975265233,0.4349441661499442,50000.0,0.02815427608979866,12000
0.2880931800305849,200.0,0.0,15.994107094145155,2.555285731040661,-31.330823858261056,-3.92135846805573,0.47451536405086464,0.4816483265273267,50000.0,0.027877708592023702,13000
0.2610128042697908,200.0,0.0,12.092615679518241,1.6364981577853692,-31.3390328960419,-4.172120702981954,0.5535912238620228,0.5601735418885943,50000.0,0.028290412167869507,14000
0.23654489554464797,200.0,0.0,15.19042841109625,2.5761147871566368,-31.31522607612614,-4.402566011428846,0.5857227103747426,0.5924958027265959,50000.0,0.028121994802299887,15000
0.2143294755220412,200.0,0.0,17.12460302130549,3.60385373964757,-31.177335227966328,-4.652207502841946,0.5751705369725841,0.5811468595899635,50000.0,0.02661172019056976,16000
0.19421870563924307,200.0,0.0,15.17944525526641,2.6805925837281834,-30.949369255065896,-4.855617449283596,0.5776092412322759,0.5820459546670328,50000.0,0.03230829090515152,17000
0.17607576104998537,200.0,0.0,15.640178181582154,3.16399309891953,-30.622915405273428,-5.043637938499443,0.5735083028450608,0.5770158485248666,50000.0,0.025728662042971702,18000
0.15961974455416197,200.0,0.0,18.349351082907834,3.751441972527025,-30.19825165557863,-5.210638048172004,0.5392560825720434,0.5437565195336932,50000.0,0.024309587192628532,19000
0.1447465045899159,200.0,0.0,20.22660325573038,3.798421811963484,-29.77765022659298,-5.378885663986195,0.5596124733462948,0.5648534818477935,50000.0,0.024064599017780273,20000
0.1312938558310273,200.0,0.0,18.253577086759996,4.119036811237728,-29.364015348434403,-5.48898167705535,0.5342615919038659,0.538824240103364,50000.0,0.026892759822793304,21000
0.11910622486472128,200.0,0.0,18.16511120200787,3.3617906716995543,-28.847869558334395,-5.585588584423068,0.5710111310593782,0.5752090621441599,50000.0,0.02634463827474043,22000
0.10807434546947486,200.0,0.0,18.589674089767144,2.7961581846821306,-28.416552186965916,-5.70956350326539,0.5554696708470589,0.5593976537175473,50000.0,0.030377539038956167,23000
0.09801413357257838,200.0,0.0,17.596248637927594,2.755765708227307,-27.876200115203858,-5.855442218303682,0.5745375480763637,0.579084102440627,50000.0,0.02561438344316557,24000
0.08889605674892685,200.0,0.0,18.255429549298135,2.9733585153181976,-27.34459502601627,-5.9235024008750985,0.5472960680872202,0.5516979227624835,50000.0,0.031218543013390155,25000
0.08065568378567708,200.0,0.0,18.341191374919052,3.123314780957457,-26.789224849700954,-6.00658246469497,0.5331040321961025,0.5367631228342642,50000.0,0.027682070646639915,26000
0.07317260813713083,200.0,0.0,18.573868653661027,3.687360434326765,-26.249994249343942,-6.063140942573549,0.49720578812435295,0.5007645976729689,50000.0,0.026592322129309176,27000
0.06640141593664893,200.0,0.0,16.557494498742194,2.5588908072417595,-25.71177883338931,-6.143067808151247,0.5279113303981737,0.5321374662183219,50000.0,0.03020016202561557,28000
0.060313063591718695,200.0,0.0,19.827765408047405,3.706043081983022,-25.15581997489931,-5.94109750032425,0.5336287937611346,0.5385923782996839,50000.0,0.03750633974062279,29000
0.054864129666239096,200.0,0.0,19.22777789091081,2.0443500395339194,-24.608565700531003,-5.865711246013643,0.5138585257455701,0.5175797468237574,50000.0,0.02840810715204105,30000
0.04985991074144834,200.0,0.0,19.646881977588823,3.0331492787906917,-24.048323139190632,-5.8685018806457565,0.489002754036337,0.4919965152405202,50000.0,0.02837720069790259,31000
0.04531086439639327,200.0,0.0,20.597141369364245,4.361346830993248,-23.4850151100159,-5.726879906177516,0.4869832656681534,0.4890253468491134,50000.0,0.030477516611013562,32000
0.04124213414639241,200.0,0.0,20.438436184384667,3.6950407930050417,-22.958335279464734,-5.557164467334743,0.4721475116461524,0.4744383743964136,50000.0,0.025181886783763766,33000
0.037496309008449434,200.0,0.0,19.981452465101817,4.592973646277323,-22.495064594268786,-5.600033357143402,0.5255468446016304,0.5288054766058912,50000.0,0.022781000363137575,34000
0.034060151364654345,200.0,0.0,24.378902384468176,4.571282287160038,-22.06078668594362,-5.526878754615768,0.5260764132030314,0.52982153957896,50000.0,0.028550685570780186,35000
0.030915913235396133,200.0,0.0,26.562840119576567,7.116939923333781,-21.631118331909185,-5.575669129848473,0.5159095248952509,0.5188666997030386,50000.0,0.029423781477957964,36000
