alpha,loss/actor,loss/alpha,loss/critic1,loss/critic2,rollout_info/num_transitions,rollout_info/reward_mean,timestep,eval/episode_length,eval/episode_length_std,eval/episode_reward,eval/episode_reward_std
0.9515692205429076,-2.605119127839801,-0.6708313301078749,5.678097874641421,5.679512533664709,250000.0,0.07850983069049462,1000,,,,
0.8610593521595017,1.8854580110451238,-2.011608191728592,6.046659730434436,6.047264280319214,250000.0,0.0803724661043415,2000,,,,
0.7792351568937306,5.117794365882873,-3.3369797573089617,6.859802394390099,6.862220450878155,250000.0,0.07765765543061035,3000,,,,
0.7054997856020936,6.189551489353171,-4.605935764789586,8.05627839136124,8.060068346023566,250000.0,0.0698273092666618,4000,,,,
0.6392230468988405,4.944142293214805,-5.780581926822658,9.087200836181635,9.088195188522334,250000.0,0.06210391351777942,5000,,,,
0.5793750155568113,2.8222617976665494,-6.950468233585359,8.859896436691304,8.864803584098825,250000.0,0.05724942413121973,6000,,,,
0.5247732904255389,2.185319648146625,-8.188941874027247,7.987922154903435,7.997302534103387,250000.0,0.06648751918927288,7000,,,,
0.47530077663063985,2.828853866815568,-9.300466279983524,7.373393358707429,7.384113870620716,250000.0,0.058407523707885226,8000,,,,
0.43065341171622235,4.257678008079534,-10.352002885818491,7.046723831176767,7.0536879591941855,250000.0,0.06627616576637087,9000,,,,
0.3904342508912086,5.899873750209789,-11.262720947265633,6.860560393810282,6.873192103862757,250000.0,0.06711356218906504,10000,,,,
0.3541899930536744,7.492266727924343,-12.028904589653019,6.766818989276879,6.779424406528474,250000.0,0.07217301225846695,11000,,,,
0.32156537172198163,8.76499791431429,-12.598730299949656,6.735668801307681,6.74166659355164,250000.0,0.08813760924094911,12000,,,,
0.2921977042853829,9.480964610099756,-12.9765723209381,6.821869859218601,6.830075319767003,250000.0,0.09810304178471678,13000,,,,
0.26582868608832355,9.307240103721625,-13.061461736679085,7.015280983448019,7.020053433895127,250000.0,0.10716801301609252,14000,,,,
0.24208131098747238,8.384426366329194,-13.078980629920956,7.339501376628878,7.327253896713256,250000.0,0.13651181099411058,15000,,,,
0.22047484810650358,6.894626128196716,-13.09103899192813,7.77978871774674,7.779575767993928,250000.0,0.14812363267961154,16000,,,,
