alpha,loss/actor,loss/alpha,loss/critic1,loss/critic2,timestep,eval/episode_length,eval/episode_length_std,eval/episode_reward,eval/episode_reward_std
0.9743523554205908,8.6798298017867,-0.05885821116226722,-1.0416062181889965,-0.953600232511756,1000,,,,
0.9462667049169545,23.136225673675547,-0.03710027232469297,1.6048687410354625,1.758094011545181,2000,,,,
0.9342357020974158,35.985239894867,-0.002600249767303464,1.699452386379242,1.871494534015657,3000,,,,
0.9441999378204348,46.783688026428194,0.012520999440574079,1.8741938023567204,1.946108483314513,4000,,,,
0.979342181622982,55.76720512771606,0.006199950602785977,3.5749303770065284,3.6517557477951095,5000,,,,
1.0534141056537605,60.65079670715319,-0.014547037186101099,4.022835100650781,3.9878252878189095,6000,,,,
1.0846923214197164,69.99463986206042,-0.006095170137821679,3.9560408091545116,3.975328926086432,7000,,,,
1.1010769441127712,79.09848542785659,-0.006547619673656304,4.114434545040125,4.138337699413309,8000,,,,
1.1234580897092807,87.98548490905766,-0.0032811154542723687,4.271582679271704,4.2690949807166945,9000,,,,
1.133892856717112,96.82104144287106,-0.00383097195182927,4.13471422576904,4.142540464878085,10000,,,,
1.1493046168088896,105.80928124237056,-0.0044553014342673175,4.243039375305171,4.258089237213131,11000,,,,
1.1777463793754563,114.75830013275147,-0.007419858226785445,4.574784678459181,4.591069757938395,12000,,,,
1.1935032185316068,123.66283266448967,-0.0067450588456122494,4.7649886527061485,4.788427257537839,13000,,,,
1.190512959599495,131.47692584991458,-0.00024720074073412296,4.835728931427008,4.823177762508394,14000,,,,
1.187661588549613,138.79347685241677,-0.001483210690086703,4.8639705157280035,4.830313237190257,15000,,,,
1.2063176591396338,145.54057081604026,-0.002215148395625869,5.453284212589254,5.386934937000272,16000,,,,
1.2283357713222505,152.11807575988757,-0.01562069927551786,5.636344589710249,5.590361556053159,17000,,,,
1.2316385380029673,158.57799183654788,0.005712622331921001,5.97747480154035,5.922948793888083,18000,,,,
1.263162604212762,164.32992901611343,-0.00690901183895766,6.606500505447391,6.592276093482967,19000,,,,
1.2606101560592677,170.2742262420657,0.00038752808375289497,6.749363290309899,6.718134151458751,20000,,,,
1.2656797448396702,176.2187566528325,-0.012973737197928154,7.0931020503044175,7.069092732906338,21000,,,,
1.2891864591836946,182.00644781494145,-0.006188381182029826,7.990553329467757,7.967341252326951,22000,,,,
1.2895864027738593,187.4174713897705,0.007312816049903624,8.355422131061557,8.329508021354679,23000,,,,
1.2892992247343067,192.80442692565924,-0.015062355530913943,9.006062093734704,8.974834755897508,24000,,,,
1.3104012514352796,198.09837574768065,-0.01301140791852959,9.648709483146696,9.647980585098258,25000,,,,
1.3344376373290987,203.36234597778324,-0.0017193844295106547,10.803447334289555,10.780962655067402,26000,,,,
1.3528046655654906,208.3054047698972,-0.014952718949411114,11.715744189262379,11.715478685379031,27000,,,,
1.3553126474618937,213.81936787414568,-0.017688800190109745,12.276808965683003,12.299734496116637,28000,,,,
1.3700294972658156,219.17124436950672,0.0052307941843755795,13.586508633613583,13.59178966999054,29000,,,,
1.3707410261631006,224.3767499542235,-0.006444213867653154,14.219306493759154,14.244128811836237,30000,,,,
1.3742592705488201,229.55096478271506,0.001603910582140116,15.025296514511112,15.025387841224653,31000,,,,
1.3926232059001915,234.97248687744133,-0.009575839616823956,16.013595701217646,16.060666717529283,32000,,,,
1.4056714860200894,240.4239899749756,0.0006095239133573799,17.13280493831637,17.178438302993747,33000,,,,
1.3932116681337365,245.5935370483396,0.0016708556483499611,17.626361459732067,17.665377240181,34000,,,,
1.3795371211767213,250.6333744964599,0.007286794021259989,18.27013100624083,18.294466327667262,35000,,,,
1.3863987951278691,255.38195509338374,-0.00822693760250695,19.094242524147067,19.183764368057325,36000,,,,
1.4089458098411547,260.39570271301216,-0.011957695149350925,20.4429223709106,20.462285792350798,37000,,,,
1.4134879364967365,265.6212862243651,-0.00280117021105252,21.76143134403229,21.84754717636106,38000,,,,
1.4004627159833911,270.6277194213877,0.016618824204895657,22.319151674270632,22.38295602035521,39000,,,,
1.40866070199013,275.1866329345701,-0.016716979964636267,22.863150907516488,22.9302394351959,40000,,,,
1.4133807907104472,279.8340750122063,-0.0016474076448939519,24.451982748985287,24.515501265525806,41000,,,,
1.4093139652013773,284.1892243957516,0.0034030972272157916,25.386228006362888,25.361796578407265,42000,,,,
1.4249661377668392,288.71953897094744,-0.007411356910597521,26.655823698997512,26.70415320491793,43000,,,,
1.4272147979736347,292.93734292602545,0.000422172071877858,27.782410699844412,27.80712611389161,44000,,,,
1.4213099813461283,296.98840997314534,0.014794771639630208,28.90176145458223,28.856732539176985,45000,,,,
1.4063562569618213,300.72804891967735,-0.0024680167003534774,29.543676075935362,29.561440707206742,46000,,,,
1.4070413078069675,304.274515197754,-0.0030316726337186943,31.242611242294338,31.29530535316469,47000,,,,
1.419909554123876,308.0275238342273,-0.008023448150604963,32.39325535297391,32.4097569074631,48000,,,,
1.4197325696945187,311.49625146484397,0.014350337086711101,34.323135280609165,34.25835216331494,49000,,,,
1.4043595182895676,314.4749440002439,-0.0011678568534553074,35.70026888656607,35.77255734443664,50000,40.0,0.0,0.07,0.2551470164434615
