epoch,average_return
0,10.352207994741224
0.5714970222290825,1,19.79799734322663
0.47712557459883675,2,19.73557100582041
0.4125286415790963,3,23.435502112467432
0.36202233629610836,4,51.19912967239451
0.31890102687394223,5,50.369582463945896
0.281600747495661,6,49.00688446823374
0.24971357167072003,7,41.246037431503936
0.22257808891251263,8,47.126007402539194
0.200297328307653,9,47.36232743003111
0.18231808321783916,10,53.60962033843367
0.16786581660856675,11,53.376120794193675
0.1564830226247268,12,55.4854976220146
0.14745719008662206,13,55.14247334777266
0.1402289131584832,14,55.365386754194034
0.13434495124251336,15,55.56404920507568
0.12944289055817268,16,56.13595142781751
0.12520333933060432,17,55.801022331088575
0.12150204270277791,18,57.38791217148448
0.11819131634271968,19,52.44066530698458
0.11519884875477732,20,52.30713270294058
0.11238674783264585,21,51.98048614186524
0.10980816992461834,22,52.99929746345466
0.10748729496584523,23,54.27386145587302
0.10514081252352966,24,55.87725756382217
0.10287411653858317,25,55.572325078277956
0.10077142793580394,26,57.30290847145983
0.09865011077593355,27,57.305328396164114
0.09664540018533807,28,53.36918887330012
0.09465560882025972,29,54.61563434820361
0.0926252084657969,30,55.361880477178524
0.09065990340526757,31,56.26456181085566
0.08886790310825839,32,53.64872177070647
0.08714645382617135,33,56.835905732800754
0.0855764565069962,34,55.732079716583826
0.08421792473901263,35,58.87641399693463
0.08290072252302219,36,53.95614571435855
0.081639164563297,37,54.367050991402245
0.0805752256365917,38,51.810531059747504
0.07957550415011776,39,55.163745455246115
0.07859600477320763,40,54.31324818284476
0.07772926403604963,41,55.62704943486035
0.07682107031688361,42,55.2922359921191
0.07602013687572211,43,55.51601575189022
0.07523992533802681,44,50.900044988583986
0.07449391998274399,45,53.437062459443474
0.07381177412541322,46,55.646633048837394
0.07311251831462469,47,51.86689292258404
0.07248243331775793,48,53.84609800054094
0.07179481151235073,49,52.385541659093676
0.07119566258376517,50,53.93739216185033
0.07059467457654074,51,54.20572193209294
0.07001779232259907,52,55.11565380687274
0.0694576454303606,53,53.13152841940506
0.06886271146766822,54,54.78920406384257
0.06824695190314746,55,51.60397341046119
0.0677327196330518,56,52.18775183867556
0.06716138134469919,57,53.85807788693813
0.0665724557893508,58,54.14247137531915
0.06605846991719645,59,51.311954930995455
0.06550587672273368,60,51.83110615838723
0.06496572648853902,61,50.398942004260086
0.06444648851919205,62,52.027954217261936
0.0639347867168429,63,50.02872967847238
0.06341019069390072,64,51.040701898343805
0.06291679834561123,65,51.230211670122785
0.062389101490111606,66,50.94556958426371
0.061951872356750474,67,53.782596028721436
0.061441307291960165,68,51.125817391579744
0.06101197444969583,69,51.78443666993461
0.06061258658176036,70,49.95210662378069
0.06014772559351781,71,51.12364126573242
0.05981383822820223,72,52.65186189862376
0.0593907805088231,73,48.864310810233775
0.059004611347604284,74,50.32079693553378
0.05867380351113999,75,49.84206992655203
0.05833270790917642,76,48.91477111981899
0.05804988226908095,77,49.29482569442578
0.057713143036836556,78,47.96763075977564
0.05740977669387217,79,48.94564554542807
0.05711048680460057,80,50.2726480626064
0.05681934808392811,81,52.47458033376559
0.056555669278363745,82,50.44561194786146
0.056301993639458474,83,51.92364298997536
0.056057658732470955,84,53.035180138958324
0.055811397688429985,85,51.109543696242554
0.05551475485134155,86,51.55924370987272
0.055319397188627814,87,49.872825536480846
0.055036365014055504,88,51.306425931818254
0.05479152010910956,89,51.54171657011906
0.05459335374424372,90,51.20014478495993
0.054322786133764955,91,52.141999682124336
0.0541290161831071,92,51.64527541185576
0.05392846754749717,93,52.510520149259904
0.053681455466829606,94,50.37065139191243
0.05348763411955151,95,50.44962551567116
0.05330145065112949,96,50.5618916452265
0.053055058135782054,97,49.750242661118335
0.05290894469012842,98,49.060596307813434
0.05272318358483064,99,49.0345027337418
0.052525990211483464,100,51.39329615755777
