loss/dynamics_holdout_loss,loss/dynamics_train_loss,timestep
0.658353865146637,0.8853218758028317,1
0.5766717791557312,0.5843489273867799,2
0.5418005585670471,0.5276454950636731,3
0.521892786026001,0.4976263853793496,4
0.5061389207839966,0.4781760820209368,5
0.4871629774570465,0.46397957297600284,6
0.480608731508255,0.45276046739795517,7
0.4786232113838196,0.443774903772258,8
0.4681779444217682,0.4364252249622434,9
0.46713030338287354,0.42963455579861876,10
0.4642510712146759,0.423974661683502,11
0.4576601982116699,0.4188697438280122,12
0.4510834813117981,0.41429731035544204,13
0.4544183611869812,0.41031042192162587,14
0.45068299770355225,0.4069066613662143,15
0.45614317059516907,0.4034530448368172,16
0.449074923992157,0.40039820224742373,17
0.4536897838115692,0.39800943919813153,18
0.44859373569488525,0.3948139943718131,19
0.44868338108062744,0.3924483072523977,20
0.44013115763664246,0.39004137380227766,21
0.44606274366378784,0.3878299247205647,22
0.442537397146225,0.38564698588725677,23
0.4388400614261627,0.3836806725387146,24
0.4364430010318756,0.38184980793493467,25
0.4382565915584564,0.38022426883824845,26
0.44070181250572205,0.37884857451993653,27
0.44223806262016296,0.3768612118829198,28
0.4351018965244293,0.3755938251034107,29
0.4389241635799408,0.3740567537972462,30
0.43879789113998413,0.37288002022842065,31
0.43890538811683655,0.3714312858997829,32
0.4381003975868225,0.3701364634807259,33
0.43357253074645996,0.3688899247753186,34
0.4359906017780304,0.3676437984884175,35
0.4373401701450348,0.36670111669323135,36
0.4312824010848999,0.36582161142489933,37
0.43069887161254883,0.36433162316888656,38
0.4341326355934143,0.3634359578347228,39
0.435124009847641,0.36231805627642116,40
0.4325982630252838,0.3614707516800233,41
0.43477103114128113,0.3605788928899222,42
0.4342063367366791,0.3597575524051428,43
0.43461665511131287,0.35882576451359455,44
0.4361278712749481,0.35798258616142914,45
0.4355555474758148,0.3570954509976865,46
0.4345864951610565,0.3563644453034459,47
0.43593454360961914,0.3552595077275562,48
0.43661969900131226,0.3545757004805083,49
0.4346855878829956,0.3540200458632575,50
0.43462663888931274,0.35331204260875976,51
0.43515363335609436,0.3527996853119185,52
0.4296838939189911,0.35197993461825267,53
0.4312044680118561,0.3512461381911341,54
0.43123361468315125,0.3505793129807872,55
0.440064013004303,0.3497817803497742,56
0.4345533549785614,0.3492907297377493,57
0.43132612109184265,0.34858094705364395,58
0.436260849237442,0.34800619014950135,59
0.430437296628952,0.34723308932881397,60
0.4299788177013397,0.3467826219945172,61
0.43437105417251587,0.34658996072136056,62
0.43540337681770325,0.34571209349552123,63
0.4379385709762573,0.3453780866526311,64
0.4311879575252533,0.3446127013777262,65
0.43587589263916016,0.34424524714632865,66
0.4394551217556,0.3436759951290519,67
0.43623438477516174,0.3431843886800618,68
0.4329792857170105,0.3425373829880348,69
0.43480008840560913,0.3421686607526909,70
0.43486762046813965,0.34168427236496457,71
0.4376020133495331,0.3411886119375042,72
0.43290790915489197,0.3406521417791881,73
0.4328385293483734,0.3403113453773335,74
0.43719643354415894,0.34000832838615896,75
0.43604740500450134,0.33960165151583604,76
0.4386729300022125,0.33914567706854293,77
0.4378567934036255,0.33872910279408447,78
0.4415951669216156,0.3380729042682327,79
0.43712177872657776,0.337832202486186,80
