eval/episode_length,eval/episode_length_std,eval/normalized_episode_reward,eval/normalized_episode_reward_std,loss,timestep
1000.0,0.0,1.59675038331383,2.268989917691939,0.20246743668205772,7813
1000.0,0.0,9.719495039973653,13.156007913315149,0.07210804526376469,15626
1000.0,0.0,6.869029157940868,6.659314446839371,0.05492618966513431,23439
1000.0,0.0,3.319302881273152,5.177258905149357,0.04909670971020242,31252
1000.0,0.0,7.527965199854691,6.361093378305791,0.04674262910438564,39065
1000.0,0.0,8.196734184743512,14.333600109988431,0.04512842376446472,46878
1000.0,0.0,7.212776896309764,7.724486495273018,0.043879909474966866,54691
1000.0,0.0,6.241123178476139,6.972330695803968,0.04313784748416889,62504
1000.0,0.0,2.3694889259101974,2.9812888248598743,0.04244171557205349,70317
1000.0,0.0,31.62270661829799,18.35972934198442,0.04197382190226959,78130
1000.0,0.0,14.131053807211105,14.52558727858341,0.041325261434460525,85943
1000.0,0.0,7.521277960986981,8.657273476002464,0.04096474383695323,93756
1000.0,0.0,21.897909050515256,16.01102071394647,0.04057821876271772,101569
1000.0,0.0,29.68604717394017,16.39433350206822,0.04031902430923568,109382
1000.0,0.0,15.800648886325892,18.887144033237306,0.04023323141865209,117195
1000.0,0.0,24.319658047121962,21.308264642068846,0.03982706664304849,125008
1000.0,0.0,26.00207016872853,17.590333304124332,0.03958072490598239,132821
1000.0,0.0,28.325476400764003,19.00386429146504,0.03922867942441735,140634
1000.0,0.0,22.166992672394635,21.162190826055824,0.03914963606633907,148447
1000.0,0.0,51.42247523084594,16.2894414699278,0.03894873561320176,156260
1000.0,0.0,46.02405960935569,2.890434716432646,0.038808568203520216,164073
1000.0,0.0,46.582722682613365,26.910599009614327,0.03857350250870345,171886
1000.0,0.0,5.19952060823601,8.245019867829168,0.038532614934668544,179699
1000.0,0.0,24.572671819445237,22.545666225258962,0.038371533365951435,187512
1000.0,0.0,-0.040413353732243015,2.550409164986927,0.038177642129713814,195325
1000.0,0.0,42.2611040124912,15.650912648167708,0.038094937193194484,203138
1000.0,0.0,39.423399014768776,20.879719096155412,0.03798954280012967,210951
1000.0,0.0,44.33717350945955,23.300835480053962,0.037906894945232555,218764
1000.0,0.0,53.269266335864764,22.873544834407618,0.03779773154632969,226577
1000.0,0.0,4.904803520508313,5.180252687678598,0.0377681629319098,234390
1000.0,0.0,43.05787576875409,16.524992679426077,0.03772632888667627,242203
1000.0,0.0,5.4312507795040625,5.848485300986271,0.037608638834925656,250016
1000.0,0.0,12.236580281221201,22.350976470141255,0.0373795176387161,257829
1000.0,0.0,5.762628656294277,5.80417827660232,0.037459782276692874,265642
1000.0,0.0,6.237801977842262,9.360471486530669,0.03730816670042506,273455
1000.0,0.0,24.412909427351092,18.845218002080426,0.037326794867706126,281268
1000.0,0.0,19.981221127996236,18.679985051820726,0.037299299291274055,289081
1000.0,0.0,28.608343235881335,22.582726561843625,0.03720160631891347,296894
1000.0,0.0,48.245341382071715,14.900549189451203,0.037139842800465395,304707
1000.0,0.0,43.178704855324256,24.220407163041738,0.037013583074796005,312520
1000.0,0.0,49.15838062032643,26.49940208247452,0.037004543470024964,320333
1000.0,0.0,33.001449205665175,24.184427576075603,0.036818359707551825,328146
1000.0,0.0,11.908075075414848,16.519697699444354,0.03698075843340059,335959
1000.0,0.0,34.434514636226545,27.883282842148873,0.03693560353432226,343772
1000.0,0.0,18.15830654937442,23.28580334653406,0.03680782693938995,351585
1000.0,0.0,5.285056506639844,4.914605571609447,0.03678829941798921,359398
1000.0,0.0,39.032349427916515,11.408318318860553,0.03675329846348005,367211
1000.0,0.0,2.285275199437922,4.2764219308283735,0.03669949268339802,375024
1000.0,0.0,60.39508746780701,22.71474428924177,0.03660329946222716,382837
1000.0,0.0,46.46479040959818,21.06286042283932,0.03655485982764553,390650
1000.0,0.0,45.647475394686246,29.202685558601438,0.03647904979983168,398463
1000.0,0.0,33.61227638473148,20.89712767484002,0.036473767198007254,406276
1000.0,0.0,29.251349009869486,31.385550015855497,0.03644088934618238,414089
1000.0,0.0,45.84224681292381,15.797732846117093,0.03646293407837469,421902
1000.0,0.0,30.630260911726648,36.47376934330571,0.03635743346399507,429715
1000.0,0.0,32.419666358840615,21.590655779867546,0.03641701480579944,437528
1000.0,0.0,55.77950649134282,35.54748738835993,0.03649501151202724,445341
1000.0,0.0,49.5228231122055,33.81215912533327,0.036218510266942935,453154
1000.0,0.0,17.21221707960147,24.512017451460498,0.03628599291013415,460967
1000.0,0.0,22.11171650029661,22.021462452525878,0.03621608021712122,468780
1000.0,0.0,33.42727145331785,26.352120129664524,0.0362141635945993,476593
1000.0,0.0,61.87693481989188,17.85958678208035,0.03616802239380284,484406
1000.0,0.0,16.18232443129905,18.97689383576445,0.03609477745365006,492219
1000.0,0.0,3.64010496287603,3.9875241898807396,0.03616364379377078,500032
1000.0,0.0,2.7627558553634355,4.788182254868965,0.03604459612331453,507845
1000.0,0.0,46.14992287453072,9.010355734491311,0.03598400989482282,515658
1000.0,0.0,59.13057653532091,29.49813378217566,0.03607372326818584,523471
1000.0,0.0,41.52812340663037,19.75390154383585,0.03596089643153387,531284
1000.0,0.0,42.248257423471905,34.0190877058777,0.036013431752449684,539097
1000.0,0.0,59.85374490071851,10.89470148166412,0.035956001111137,546910
1000.0,0.0,21.491448090082113,18.111017777047074,0.035898978166443475,554723
1000.0,0.0,55.116995138695046,12.780734202416056,0.03581523266808657,562536
1000.0,0.0,50.10268407181538,32.575455771366926,0.03588794746886649,570349
1000.0,0.0,21.471849762356822,19.845961975755124,0.035729159845515314,578162
