eval/episode_length,eval/episode_length_std,eval/episode_reward,eval/episode_reward_std,loss,timestep
1000.0,0.0,97.5,0.0,3.1752227663993833,20
1000.0,0.0,97.5,0.0,1.2943808674812316,40
1000.0,0.0,129.5,0.0,0.539832326769829,60
1000.0,0.0,129.5,0.0,0.2316618427634239,80
1000.0,0.0,129.5,0.0,0.13196707405149938,100
1000.0,0.0,129.5,0.0,0.09841787442564963,120
1000.0,0.0,129.5,0.0,0.0822956245392561,140
1000.0,0.0,129.5,0.0,0.07391339279711245,160
1000.0,0.0,129.5,0.0,0.06666263025254013,180
1000.0,0.0,129.5,0.0,0.0606888623908162,200
1000.0,0.0,129.5,0.0,0.05545323193073273,220
1000.0,0.0,129.5,0.0,0.05118455775082111,240
1000.0,0.0,129.5,0.0,0.047530447319149974,260
1000.0,0.0,129.5,0.0,0.04576442185789347,280
1000.0,0.0,129.5,0.0,0.04237878732383252,300
1000.0,0.0,129.5,0.0,0.040691043250262744,320
1000.0,0.0,129.5,0.0,0.03894138680770992,340
1000.0,0.0,129.5,0.0,0.037447688914835464,360
1000.0,0.0,129.5,0.0,0.03729800339788198,380
1000.0,0.0,129.5,0.0,0.036041972599923616,400
1000.0,0.0,129.5,0.0,0.035644350759685035,420
1000.0,0.0,129.5,0.0,0.035089126229286186,440
1000.0,0.0,129.5,0.0,0.03399682650342583,460
1000.0,0.0,129.5,0.0,0.03500379072502254,480
1000.0,0.0,129.5,0.0,0.0336748051457107,500
1000.0,0.0,129.5,0.0,0.03367534056305885,520
1000.0,0.0,129.5,0.0,0.03338482584804296,540
1000.0,0.0,129.5,0.0,0.032833096571266665,560
1000.0,0.0,129.5,0.0,0.0338833217509091,580
1000.0,0.0,129.5,0.0,0.03332743300125003,600
